#features,#attributes,#trivial binary constraints,#binary constraints,#edges in BIG,#edges in Mutex graph,#mandatory relations,#mutex groups,#or groups,#xor groups,#implies,#excludes,#complex constraints,#cross tree constraints,#variables,#configurations,#distinct configurations,max domain size,real max domain size,enable or groups,Synthesis,Domain extraction,Feature and attribute extraction,Binary implications,Implication and Mutex graph,Hierarchy,Place attributes,Mandatory features,Feature groups,Mutex,Or,Xor,Group processing,Cross tree constraints,Binary implies,Binary excludes,Complex constraints,AFM construction
1,11,0,209,0,0,0,0,0,0,0,0,110,110,12,5,5,2,2,true,101,3,5,14,5,11,1,1,45,2,40,0,2,15,1,1,13,1
