#features,#attributes,#trivial binary constraints,#binary constraints,#edges in BIG,#edges in Mutex graph,#mandatory relations,#mutex groups,#or groups,#xor groups,#implies,#excludes,#complex constraints,#cross tree constraints,#variables,#configurations,#distinct configurations,max domain size,real max domain size,enable or groups,Synthesis,Domain extraction,Feature and attribute extraction,Binary implications,Implication and Mutex graph,Hierarchy,Place attributes,Mandatory features,Feature groups,Mutex,Or,Xor,Group processing,Cross tree constraints,Binary implies,Binary excludes,Complex constraints,AFM construction
5,6,34,306,5,0,0,0,1,0,1,0,142,143,10,5,5,10,5,true,121,5,4,16,10,7,1,1,57,2,52,1,2,19,4,1,14,1
