No,Precision,Recall,Safety,Mandatory,Optional,XORs,ORs,Requires,Excludes
10,0.001487357461576599,0.3333333333333333,0.8581651768352243,9,12,0,2,0,0
11,2.7251032619486045E-5,0.6363636363636364,0.7989657535318183,1,13,0,3,0,0
12,1.0984955005624296E-5,0.8823529411764706,0.8101885548620149,3,9,0,4,0,0
13,4.130989935406339E-5,0.20754716981132076,0.8190660182096255,4,13,0,3,0,0
14,3.561634077714856E-5,0.3125,0.7843635546702108,3,12,0,3,0,0
15,1.2470336608088665E-5,0.8043478260869565,0.8122225775584899,1,14,0,2,0,0
16,1.48805833188661E-4,0.5,0.8272122267192877,6,13,0,1,0,0
17,2.3674242424242424E-5,0.4864864864864865,0.8038099111924611,3,19,0,1,0,0
18,1.7632241813602016E-4,0.15555555555555556,0.7958223097069085,6,15,0,2,0,0
