"","#features","#attributes","#binary constraints","#edges in BIG","#edges in Mutex graph","#mandatory relations","#mutex groups","#or groups","#xor groups","#implies","#excludes","#complex constraints","#cross tree constraints","#variables","#configurations","#distinct configurations","max domain size","real max domain size","enable or groups","Synthesis","Domain extraction","Feature and attribute extraction","Binary implications","Sicstus","Implication and Mutex graph","Hierarchy","Place attributes","Mandatory features","Feature groups","Mutex","Or","Xor","Group processing","Cross tree constraints","Binary implies","Binary excludes","Complex constraints","AFM construction","#output configurations","product generation stopped"
"1",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,989,10,10,"true",1135,16,5,904,617,7,13,3,0,111,4,101,1,4,74,2,2,70,1,NA,NA
"2",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,991,10,10,"true",1127,17,4,894,610,7,13,3,0,112,4,102,1,3,75,2,2,71,1,NA,NA
"3",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,992,10,10,"true",1133,17,4,899,612,7,13,2,1,113,4,103,1,3,76,2,2,72,1,NA,NA
"4",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,993,10,10,"true",1135,17,4,900,615,7,14,2,0,115,4,105,1,4,74,2,2,70,1,NA,NA
"5",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,996,10,10,"true",1121,16,5,887,601,7,13,3,0,111,4,102,0,4,77,3,1,73,1,NA,NA
"6",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,996,10,10,"true",1125,16,4,889,603,7,13,2,0,115,4,105,1,3,76,2,2,72,1,NA,NA
"7",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,996,10,10,"true",1619,22,4,1144,807,14,30,2,1,139,4,129,1,3,74,2,2,70,1,NA,NA
"8",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,997,10,10,"true",1116,17,4,892,609,7,14,2,0,104,4,95,0,4,75,3,1,71,1,NA,NA
"9",1,5,255,0,0,0,0,0,0,0,0,0,0,5,1000,997,10,10,"true",1129,17,4,898,613,8,13,2,1,112,4,102,1,3,74,2,2,70,0,NA,NA
"10",1,5,255,0,0,0,0,0,0,0,0,4,4,5,100,100,10,10,"false",842,7,5,694,527,9,20,2,1,10,4,0,1,4,93,2,2,89,1,NA,NA
"11",1,5,255,0,0,0,0,0,0,0,0,7,7,5,100,100,10,10,"false",827,7,5,682,516,8,20,2,1,10,4,0,1,3,91,2,2,87,1,NA,NA
"12",1,10,510,0,0,0,0,0,0,0,0,0,0,10,10000,9992,5,5,"false",4779,56,5,4546,3877,17,30,3,0,10,4,0,1,3,108,2,2,104,1,NA,NA
"13",1,10,10010,0,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",13031,102,5,11478,9528,16,15,8,0,10,4,1,0,4,1393,3,1,1389,1,NA,NA
"14",1,10,50010,0,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",139872,106,6,116496,90567,23,14,15,1,10,4,0,1,4,23192,2,2,23188,1,NA,NA
"15",2,4,174,1,0,0,0,0,0,0,0,0,0,5,100,99,10,10,"false",789,6,4,659,515,10,13,3,1,17,11,1,0,4,74,2,2,70,0,20000,"false"
"16",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,968,10,10,"true",1090,15,5,862,599,10,13,3,0,120,4,111,0,4,61,2,1,57,1,20000,"false"
"17",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,970,10,10,"true",1090,15,4,861,598,9,13,3,0,121,4,112,0,4,62,3,1,58,1,20000,"false"
"18",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,970,10,10,"true",1098,16,4,868,605,9,13,2,1,121,4,112,0,4,63,3,1,59,1,20000,"false"
"19",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,971,10,10,"true",1093,15,5,866,600,9,13,3,0,119,4,109,1,4,61,2,2,57,0,20000,"false"
"20",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,971,10,10,"true",1104,15,5,874,605,9,12,3,1,121,4,112,0,4,61,3,1,57,1,20000,"false"
"21",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,973,10,10,"true",1086,15,4,856,588,9,13,3,1,122,4,113,0,4,61,3,1,57,1,20000,"false"
"22",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,974,10,10,"true",1086,15,5,861,599,10,13,3,0,119,4,109,1,4,58,2,2,54,1,20000,"false"
"23",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,974,10,10,"true",1095,15,4,868,600,9,13,3,1,121,4,111,1,3,59,2,2,55,1,20000,"false"
"24",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,976,10,10,"true",1454,23,5,1142,825,24,37,3,0,149,4,139,1,4,60,2,2,56,1,20000,"false"
"25",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,976,10,10,"true",1509,24,4,1127,804,22,29,3,0,146,4,137,1,3,61,2,1,58,1,NA,NA
"26",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,977,10,10,"true",1104,16,4,875,613,9,13,3,0,120,4,111,0,4,61,2,2,57,1,20000,"false"
"27",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,977,10,10,"true",1104,16,4,876,612,9,13,3,1,119,3,111,0,4,62,3,1,58,1,20000,"false"
"28",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,977,10,10,"true",1512,22,4,1209,889,16,47,3,1,138,4,129,0,4,61,3,1,57,1,20000,"false"
"29",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,978,10,10,"true",1099,15,5,868,605,10,13,3,0,123,4,114,0,4,61,3,1,57,1,20000,"false"
"30",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,979,10,10,"true",1083,16,4,857,593,9,13,3,0,120,4,110,1,3,60,2,2,56,1,20000,"false"
"31",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,979,10,10,"true",1451,24,5,1157,853,13,29,3,1,154,3,145,1,4,62,2,2,58,0,20000,"false"
"32",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,980,10,10,"true",1103,16,4,874,610,10,13,3,0,120,4,111,0,4,62,3,1,58,1,20000,"false"
"33",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,980,10,10,"true",1445,29,5,1139,807,20,30,2,1,144,4,135,0,4,61,2,1,57,1,NA,NA
"34",2,4,174,1,0,0,0,0,0,0,0,0,0,5,1000,982,10,10,"true",1083,15,5,855,592,10,13,2,1,121,4,111,1,3,60,2,2,56,1,20000,"false"
"35",2,4,174,1,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",806,6,5,676,531,9,13,3,0,17,11,1,0,4,74,3,1,70,1,19600,"false"
"36",2,4,174,1,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",808,7,4,685,541,9,13,2,1,17,11,0,1,4,68,2,2,64,1,18800,"false"
"37",2,4,174,1,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",809,6,5,683,539,10,13,3,0,17,10,1,0,4,70,3,1,66,1,19400,"false"
"38",2,4,174,1,0,0,0,0,0,0,0,2,2,5,100,99,10,10,"false",805,6,5,676,531,10,13,3,1,17,10,1,1,3,72,2,2,68,1,19400,"false"
"39",2,4,174,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",779,7,4,654,510,10,13,3,0,17,11,1,0,4,71,3,1,66,0,19200,"false"
"40",2,4,174,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",786,6,5,661,516,10,14,3,0,17,11,0,1,4,68,3,1,64,1,19200,"false"
"41",2,4,174,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",797,6,5,669,524,10,13,3,8,10,4,0,1,4,71,2,2,67,1,19420,"false"
"42",2,4,174,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",800,7,4,671,527,9,13,3,1,17,11,0,1,4,75,2,1,71,0,18000,"false"
"43",2,4,174,1,0,0,0,0,0,0,0,3,3,5,100,99,10,10,"false",799,6,4,672,528,10,13,3,0,17,11,0,1,4,71,3,1,67,1,18600,"false"
"44",2,4,174,1,0,0,0,0,0,0,0,4,4,5,100,99,10,10,"false",787,7,4,662,517,9,13,3,1,17,11,0,1,4,70,2,2,66,1,17800,"false"
"45",2,4,174,1,0,0,0,0,0,0,0,5,5,5,100,100,10,10,"false",788,6,5,656,512,9,13,3,1,19,12,1,0,4,74,2,2,70,1,18288,"false"
"46",2,4,174,1,0,0,0,0,0,0,0,7,7,5,100,100,10,10,"false",1209,7,4,1052,856,18,30,3,1,17,11,0,1,4,73,2,2,69,1,16742,"false"
"47",2,4,175,1,0,0,0,0,0,0,0,0,0,5,100,100,10,10,"false",345,7,4,219,72,10,14,3,7,11,4,0,1,3,69,2,2,65,1,20000,"false"
"48",2,4,175,1,0,0,0,0,0,0,0,0,0,5,100,100,10,10,"false",799,6,4,675,531,10,13,3,1,17,10,1,1,3,68,2,2,64,1,20000,"false"
"49",2,4,175,1,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",3475,6,5,3330,3150,19,22,3,7,10,4,0,1,4,71,3,1,67,1,18400,"false"
"50",2,4,175,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",805,6,5,677,533,9,13,3,1,16,10,1,0,4,72,3,1,68,1,19220,"false"
"51",2,4,175,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",4693,6,5,4546,4330,20,22,3,1,18,12,0,1,3,67,2,2,63,1,18800,"false"
"52",2,4,175,1,0,0,0,0,0,0,0,6,6,5,100,99,10,10,"false",814,6,4,684,540,9,13,3,1,17,11,0,1,4,74,2,2,70,1,17120,"false"
"53",2,4,175,1,0,0,0,0,0,0,0,6,6,5,100,100,10,10,"false",813,6,5,682,537,10,13,3,0,17,10,0,1,3,74,2,2,70,1,17436,"false"
"54",2,4,175,1,0,0,0,0,0,0,0,7,7,5,100,100,10,10,"false",799,6,5,668,523,10,13,3,8,10,4,0,1,4,74,2,1,70,1,16676,"false"
"55",2,4,176,1,0,0,0,0,0,0,0,2,2,5,100,100,10,10,"false",780,7,4,650,505,10,13,3,0,17,11,1,0,4,74,2,2,69,1,18800,"false"
"56",2,4,176,1,0,0,0,0,0,0,0,5,5,5,100,99,10,10,"false",792,7,4,665,522,10,13,3,0,17,11,1,0,4,72,3,1,68,1,17440,"false"
"57",2,4,177,1,0,0,0,0,0,0,0,7,7,5,100,100,10,10,"false",784,6,5,653,509,10,14,2,1,17,11,0,1,4,74,3,1,70,1,16703,"false"
"58",2,9,434,1,0,0,0,0,0,0,0,0,0,10,10000,9986,5,5,"false",3735,60,5,3310,2755,27,37,3,1,10,4,0,1,3,96,2,1,92,1,NA,NA
"59",2,9,839,1,0,0,0,0,0,0,0,0,0,10,10000,10000,10,10,"false",3614,101,5,3343,2802,10,13,3,1,10,4,0,1,3,126,2,1,123,1,1000000,"true"
"60",2,9,4079,1,0,0,0,0,0,0,0,23,23,10,10000,10000,50,50,"false",6839,100,5,6160,5272,14,13,5,0,10,4,1,0,4,529,2,2,524,1,1000000,"true"
"61",2,9,4079,1,0,0,0,0,0,0,0,36,36,10,10000,10000,50,50,"false",6940,104,6,6269,5377,14,13,5,0,10,4,0,1,4,518,2,2,514,1,1000000,"true"
"62",2,9,4079,1,0,0,0,0,0,0,0,38,38,10,10000,10000,50,50,"false",7001,105,5,6333,5439,14,13,4,1,10,4,0,1,4,514,2,2,510,1,1000000,"true"
"63",2,9,16229,1,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",22912,115,6,19561,15241,17,12,10,0,10,4,1,0,4,3174,2,2,3170,2,1000000,"true"
"64",2,9,81143,1,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",461672,119,6,371150,265668,34,13,24,1,10,4,0,1,4,90297,2,2,90293,1,1000000,"true"
"65",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,97,10,10,"false",1074,6,5,936,768,21,27,3,0,18,4,1,0,11,55,2,2,51,1,4000,"false"
"66",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,98,10,10,"false",741,6,5,635,512,9,14,3,0,17,4,1,0,11,51,3,1,47,1,4000,"false"
"67",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,98,10,10,"false",750,6,4,639,515,10,13,3,0,17,4,0,1,10,55,2,2,51,1,4000,"false"
"68",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,99,10,10,"false",545,6,4,435,311,9,14,3,0,17,4,1,0,11,55,3,2,50,1,4000,"false"
"69",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,99,10,10,"false",758,6,5,647,522,11,13,3,1,17,4,7,0,4,54,3,1,50,1,4000,"false"
"70",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,100,10,10,"false",760,6,5,648,524,10,13,3,1,17,4,0,8,3,56,2,2,52,1,4000,"false"
"71",3,3,109,2,0,0,0,0,0,0,0,0,0,5,100,100,10,10,"false",4947,7,4,4700,4364,20,21,2,1,19,4,1,7,6,56,3,1,52,0,4000,"false"
"72",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,866,10,10,"true",1037,15,4,833,593,10,13,2,1,116,4,106,1,3,43,2,2,39,0,4000,"false"
"73",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,868,10,10,"true",1028,14,4,813,571,9,13,3,1,116,4,107,0,4,52,3,1,48,2,4000,"false"
"74",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,868,10,10,"true",1044,15,4,839,597,9,13,3,0,115,4,106,0,4,44,2,2,40,1,4000,"false"
"75",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,872,10,10,"true",1041,14,5,831,590,9,14,2,1,118,4,109,0,4,46,2,1,42,1,4000,"false"
"76",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,872,10,10,"true",1055,15,4,846,603,9,13,3,1,117,4,108,0,4,46,2,2,42,1,4000,"false"
"77",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,877,10,10,"true",1053,14,4,837,594,10,13,3,0,118,4,108,1,4,52,2,2,48,1,4000,"false"
"78",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,878,10,10,"true",1031,13,5,822,581,9,13,3,0,118,4,109,0,4,46,3,1,42,1,4000,"false"
"79",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,878,10,10,"true",1047,14,5,835,592,9,13,3,0,116,4,106,1,4,50,2,2,46,1,4000,"false"
"80",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,878,10,10,"true",1568,24,5,1261,965,30,29,3,0,161,4,152,0,4,53,3,1,49,0,NA,NA
"81",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,879,10,10,"true",1035,14,5,822,581,9,14,2,1,116,4,106,1,4,51,2,2,47,1,4000,"false"
"82",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,880,10,10,"true",1396,25,4,1112,826,18,21,3,0,150,4,141,0,4,53,3,1,49,1,NA,NA
"83",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,881,10,10,"true",1040,14,5,830,588,10,13,3,0,118,4,109,0,4,46,2,2,42,1,4000,"false"
"84",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,881,10,10,"true",1055,14,5,837,593,9,13,3,0,121,4,112,0,4,52,3,1,48,1,4000,"false"
"85",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,881,10,10,"true",1056,14,4,842,598,9,13,3,1,115,4,106,0,4,53,3,1,49,1,4000,"false"
"86",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,882,10,10,"true",1422,27,5,1125,818,22,29,3,1,148,4,138,1,3,54,2,2,50,0,4000,"false"
"87",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,885,10,10,"true",1059,13,5,840,598,9,14,2,1,121,4,111,1,3,52,2,2,48,1,4000,"false"
"88",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,885,10,10,"true",1061,15,4,851,607,9,14,2,1,118,4,109,0,4,46,3,1,42,1,4000,"false"
"89",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,885,10,10,"true",3840,19,5,3548,3072,28,38,3,1,141,4,131,1,3,52,2,1,49,1,NA,NA
"90",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,886,10,10,"true",1041,13,4,827,581,9,13,3,1,117,4,108,0,4,52,3,1,48,1,4000,"false"
"91",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,886,10,10,"true",1050,14,4,835,592,10,13,3,0,119,4,110,0,4,51,3,1,47,1,4000,"false"
"92",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,888,10,10,"true",1579,20,4,1280,989,19,39,3,0,157,3,148,1,3,52,2,2,48,1,NA,NA
"93",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,889,10,10,"true",1036,13,5,822,579,9,13,3,0,118,4,109,0,4,52,2,2,47,0,4000,"false"
"94",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,891,10,10,"true",1049,14,4,836,592,9,13,3,1,116,4,106,1,4,51,2,2,47,1,4000,"false"
"95",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,891,10,10,"true",1071,13,4,854,612,9,14,2,1,119,4,109,1,4,53,2,2,48,0,4000,"false"
"96",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,892,10,10,"true",1038,14,4,824,580,9,13,3,0,117,4,108,0,4,53,3,1,49,0,4000,"false"
"97",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,892,10,10,"true",1064,13,4,847,590,9,13,3,1,119,3,111,0,4,53,3,1,49,1,4000,"false"
"98",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,897,10,10,"true",1066,14,4,850,606,9,14,2,1,118,4,108,1,4,51,2,2,47,1,4000,"false"
"99",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,901,10,10,"true",1054,14,4,847,602,10,13,3,0,116,4,107,0,4,45,3,1,41,1,4000,"false"
"100",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,904,10,10,"true",3015,24,4,2560,1532,18,21,2,1,231,4,222,0,4,53,10,1,42,1,NA,NA
"101",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,908,10,10,"true",1536,29,5,1111,793,60,54,3,0,211,4,202,0,4,52,9,1,42,1,NA,NA
"102",3,3,109,2,0,0,0,0,0,0,0,0,0,5,1000,909,10,10,"true",1048,13,5,831,588,9,13,3,1,119,4,109,1,4,52,9,1,42,1,4000,"false"
"103",3,3,109,2,0,0,0,0,0,0,0,1,1,5,100,99,10,10,"false",753,7,4,642,518,10,13,3,1,17,4,1,0,11,55,3,1,51,1,3960,"false"
"104",3,3,109,2,0,0,0,0,0,0,0,1,1,5,100,99,10,10,"false",1193,6,5,1083,953,10,13,3,1,17,4,0,1,10,54,2,2,50,1,3960,"false"
"105",3,3,109,2,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",773,6,4,663,540,9,13,3,1,17,4,0,7,4,54,2,2,50,1,3960,"false"
"106",3,3,109,2,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",778,6,4,668,542,9,13,3,0,18,5,0,8,3,54,2,2,50,1,3880,"false"
"107",3,3,109,2,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",1133,7,4,945,766,20,21,3,1,17,4,0,8,3,55,2,2,51,1,3760,"false"
"108",3,3,109,2,0,0,0,0,0,0,0,3,3,5,100,97,10,10,"false",773,6,4,661,537,10,13,3,1,17,4,0,7,3,55,2,2,51,1,3852,"false"
"109",3,3,109,2,0,0,0,0,0,0,0,3,3,5,100,99,10,10,"false",775,6,4,664,539,10,13,3,1,17,4,0,1,10,55,2,2,51,1,3720,"false"
"110",3,3,109,2,0,0,0,0,0,0,0,3,3,5,100,100,10,10,"false",753,6,5,640,516,10,13,3,1,17,4,1,0,11,56,3,1,52,0,3764,"false"
"111",3,3,109,2,0,0,0,0,0,0,0,3,3,5,100,100,10,10,"false",760,6,5,647,522,9,14,3,0,18,4,1,1,10,56,2,2,52,1,3800,"false"
"112",3,3,110,2,0,0,0,0,0,0,0,0,0,5,100,99,10,10,"false",753,6,5,644,521,9,13,3,1,17,4,1,0,11,53,2,1,49,1,4000,"false"
"113",3,3,110,2,0,0,0,0,0,0,0,1,1,5,100,98,10,10,"false",769,6,5,658,535,10,14,3,0,17,4,1,0,11,55,3,1,51,1,3920,"false"
"114",3,3,110,2,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",744,6,4,633,508,9,14,2,1,17,4,1,0,11,56,3,1,52,1,3960,"false"
"115",3,3,110,2,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",754,7,4,643,518,10,13,3,0,18,10,1,0,4,55,2,2,51,1,3880,"false"
"116",3,3,110,2,0,0,0,0,0,0,0,3,3,5,100,98,10,10,"false",755,6,4,641,516,10,13,3,1,18,4,1,0,11,57,2,2,53,1,3660,"false"
"117",3,3,111,2,0,0,0,0,0,0,0,0,0,5,100,98,10,10,"false",3035,7,5,2819,2611,30,25,3,0,20,5,0,1,13,51,3,1,47,1,4000,"false"
"118",3,3,111,2,0,0,0,0,0,0,0,1,1,5,100,100,10,10,"false",1051,6,5,926,741,14,20,3,1,18,4,1,7,5,55,2,2,51,1,3960,"false"
"119",3,3,112,2,0,0,0,0,0,0,0,1,1,5,100,99,10,10,"false",767,6,5,658,533,10,14,3,0,17,4,1,7,4,53,3,2,48,1,3800,"false"
"120",3,3,112,2,0,0,0,0,0,0,0,2,2,5,100,99,10,10,"false",757,7,4,647,523,9,14,3,0,18,5,0,1,10,55,2,1,51,0,3700,"false"
"121",3,8,364,2,0,0,0,0,0,0,0,0,0,10,10000,9965,5,5,"false",3326,64,6,3139,2650,10,13,3,1,9,4,0,1,3,78,2,1,75,1,1000000,"true"
"122",3,8,364,2,0,0,0,0,0,0,0,0,0,10,10000,9973,5,5,"false",3237,63,5,3048,2553,9,14,3,1,10,4,0,1,3,81,2,2,77,1,1000000,"true"
"123",3,8,364,2,0,0,0,0,0,0,0,0,0,10,10000,9973,5,5,"false",3316,64,5,3128,2635,10,13,3,1,10,4,0,1,3,80,2,2,76,1,1000000,"true"
"124",3,8,684,2,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1303,34,6,993,677,11,12,4,0,122,4,112,1,3,119,2,2,115,1,1000000,"true"
"125",3,8,684,2,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1312,35,6,1003,688,10,13,4,0,122,4,113,0,4,118,3,1,114,1,1000000,"true"
"126",3,8,684,2,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1322,34,6,1016,700,10,13,3,0,121,3,111,1,3,118,2,2,114,1,1000000,"true"
"127",3,8,684,2,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1372,33,7,1064,744,10,13,3,1,123,4,114,1,3,116,3,1,112,1,1000000,"true"
"128",3,8,684,2,0,0,0,0,0,0,0,0,0,10,10000,10000,10,10,"false",3444,106,6,3181,2650,10,13,3,1,10,4,0,1,3,113,2,2,109,1,1000000,"true"
"129",3,8,684,2,0,0,0,0,0,0,0,0,0,10,10000,10000,10,10,"false",3502,105,5,3237,2697,10,13,4,0,10,4,1,0,4,116,2,2,112,1,1000000,"true"
"130",3,8,684,2,0,0,0,0,0,0,0,0,0,10,10000,10000,10,10,"false",3579,104,5,3319,2789,10,13,4,0,10,4,1,0,4,113,3,1,109,1,1000000,"true"
"131",3,8,685,2,0,0,0,0,0,0,0,8,8,10,100,100,10,10,"false",1082,9,5,872,558,11,13,3,1,10,4,0,1,3,134,2,2,130,1,1000000,"true"
"132",3,8,686,2,0,0,0,0,0,0,0,11,11,10,100,100,10,10,"false",1084,8,5,868,553,10,12,4,0,10,4,1,0,4,139,3,1,135,1,1000000,"true"
"133",3,8,688,2,0,0,0,0,0,0,0,13,13,10,100,100,10,10,"false",1069,8,5,858,543,10,13,3,1,10,4,0,1,3,138,2,3,133,1,1000000,"true"
"134",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",4048,105,6,3717,3091,11,13,3,1,10,4,0,1,3,181,2,2,177,1,1000000,"true"
"135",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",4354,113,6,4020,3389,10,13,4,1,9,3,1,0,4,176,3,1,172,1,NA,NA
"136",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",4494,99,5,4170,3542,10,13,4,1,9,4,0,0,4,179,3,1,175,1,NA,NA
"137",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",4516,117,6,4173,3545,11,13,3,1,10,4,0,1,4,180,2,2,176,1,1000000,"true"
"138",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",4716,100,6,4392,3764,11,13,4,0,10,4,1,0,4,178,2,2,174,1,1000000,"true"
"139",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",5163,104,6,4837,4210,11,13,4,1,10,4,0,1,3,176,2,1,173,1,1000000,"true"
"140",3,8,1324,2,0,0,0,0,0,0,0,0,0,10,10000,10000,20,20,"false",5234,106,5,4905,4279,11,13,4,0,10,4,1,0,4,179,3,1,175,1,1000000,"true"
"141",3,8,3244,2,0,0,0,0,0,0,0,18,18,10,10000,10000,50,50,"false",6120,115,6,5514,4673,13,13,5,1,10,4,0,1,3,441,2,2,437,1,1000000,"true"
"142",3,8,3244,2,0,0,0,0,0,0,0,21,21,10,10000,10000,50,50,"false",6290,103,5,5696,4857,13,13,5,1,10,4,0,1,3,441,2,2,437,1,1000000,"true"
"143",3,8,3244,2,0,0,0,0,0,0,0,26,26,10,10000,10000,50,50,"false",5886,-149,6,5544,4706,13,13,4,1,10,4,0,1,4,441,2,2,437,1,NA,NA
"144",3,8,6444,2,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",9537,105,5,8216,6945,14,13,6,0,10,4,1,0,4,1165,3,1,1161,1,1000000,"true"
"145",3,8,6444,2,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",9916,122,6,8590,7329,14,13,6,0,10,4,1,0,4,1152,3,1,1148,1,1000000,"true"
"146",3,8,6444,2,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",10584,99,6,9289,8019,15,13,5,1,10,4,0,1,3,1143,2,1,1139,2,1000000,"true"
"147",3,8,12844,2,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",18880,124,5,15700,12594,17,13,8,0,10,5,0,0,4,3000,3,1,2996,1,1000000,"true"
"148",3,8,12844,2,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",19361,105,6,15579,12363,17,13,8,0,10,4,1,0,4,3620,3,1,3616,1,1000000,"true"
"149",3,8,12844,2,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",20697,109,5,17565,14399,17,14,8,0,10,4,1,0,4,2967,3,1,2963,1,1000000,"true"
"150",3,8,32044,2,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",91735,112,6,76965,59979,29,13,21,0,10,4,1,0,4,14572,3,1,14568,2,1000000,"true"
"151",3,8,32045,2,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",90640,113,6,75982,59079,23,13,19,0,10,4,1,0,4,14466,3,1,14462,1,1000000,"true"
"152",3,8,32045,2,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",90784,115,6,76112,59147,28,13,20,1,10,4,1,0,4,14471,2,2,14467,2,NA,NA
"153",3,8,32045,2,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",92484,109,5,77659,59836,23,13,18,1,10,4,0,1,4,14639,2,2,14635,1,1000000,"true"
