"","#features","#attributes","#binary constraints","#edges in BIG","#edges in Mutex graph","#mandatory relations","#mutex groups","#or groups","#xor groups","#implies","#excludes","#complex constraints","#cross tree constraints","#variables","#configurations","#distinct configurations","max domain size","real max domain size","enable or groups","Synthesis","Domain extraction","Feature and attribute extraction","Binary implications","Sicstus","Implication and Mutex graph","Hierarchy","Place attributes","Mandatory features","Feature groups","Mutex","Or","Xor","Group processing","Cross tree constraints","Binary implies","Binary excludes","Complex constraints","AFM construction","#output configurations","product generation stopped"
"619",5,6,36387,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",199216,118,5,160251,126696,29,14,20,1,10,4,0,1,4,38758,6,1,38751,2,1000000,"true"
"620",5,6,36392,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",194789,118,5,155787,122400,24,14,18,1,10,4,0,1,4,38801,6,1,38794,2,1000000,"true"
"621",5,6,36403,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",195833,119,5,160782,125247,24,14,18,1,10,4,0,1,4,34852,6,1,34845,1,1000000,"true"
"622",5,6,36404,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",197980,111,6,159311,125858,30,14,21,1,10,4,1,0,4,38465,6,2,38457,1,1000000,"true"
"623",5,6,36405,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",190746,124,5,154977,118334,24,14,16,0,11,5,0,1,3,35567,5,2,35560,1,1000000,"true"
"624",5,6,36408,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",199659,120,5,164067,128004,30,14,22,0,11,5,0,1,3,35381,5,2,35374,1,1000000,"true"
"625",5,6,36418,4,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",196385,112,5,160617,124322,30,13,20,1,10,4,1,0,4,35569,6,2,35561,1,NA,NA
"626",5,6,78630,4,0,0,0,0,0,0,0,2,2,10,10000,10000,2000,1991,"false",952229,112,6,785143,584681,38,14,30,1,10,4,0,1,4,166858,6,1,166851,2,1000000,"true"
"627",5,6,78668,4,0,0,0,0,0,0,0,5,5,10,10000,10000,2000,1992,"false",984346,119,5,790795,590877,37,14,29,1,10,4,1,0,4,193319,6,2,193311,1,NA,NA
"628",5,6,78686,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1990,"false",968387,117,5,799075,599241,38,14,30,0,11,5,0,1,4,169078,6,1,169071,2,NA,NA
"629",5,6,78688,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1991,"false",983078,133,6,786215,597382,40,14,30,1,10,5,0,0,4,196611,6,2,196603,2,NA,NA
"630",5,6,78705,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1993,"false",970533,120,5,803446,603884,38,14,30,1,10,4,1,0,4,166852,6,1,166845,1,1000000,"true"
"631",5,6,78725,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1990,"false",1002695,117,5,806301,605145,39,14,30,1,10,4,1,0,4,196161,6,1,196154,1,1000000,"true"
"632",5,6,78739,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1991,"false",996940,122,5,816991,610136,39,14,30,1,10,5,0,0,4,179712,6,2,179704,1,1000000,"true"
"633",5,6,78740,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1988,"false",997365,125,5,801247,601878,39,14,30,1,10,4,0,0,4,195877,6,2,195869,2,1000000,"true"
"634",5,6,78746,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1991,"false",977249,113,6,790688,585953,39,14,30,1,10,4,1,0,4,186332,6,2,186324,1,1000000,"true"
"635",5,6,78752,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1989,"false",982890,116,5,787774,587399,38,14,30,0,11,5,0,1,3,194885,5,2,194877,1,1000000,"true"
"636",5,6,78763,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1990,"false",993688,120,5,799885,595839,38,14,30,1,10,4,1,0,4,193568,6,2,193560,2,1000000,"true"
"637",5,6,78781,4,0,0,0,0,0,0,0,2,2,10,10000,10000,2000,1990,"false",981968,117,5,784412,593308,39,14,30,0,11,5,0,1,3,197323,5,2,197316,1,1000000,"true"
"638",5,6,78781,4,0,0,0,0,0,0,0,3,3,10,10000,10000,2000,1989,"false",983424,111,6,806474,599656,39,14,30,0,11,5,0,1,4,176723,5,2,176716,1,1000000,"true"
"639",5,6,78798,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1992,"false",971275,130,5,794216,585485,38,14,29,0,11,5,0,1,4,176814,6,1,176807,2,1000000,"true"
"640",5,6,78819,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1990,"false",991195,147,5,792624,591423,39,14,30,1,10,4,0,1,4,198308,6,1,198301,1,1000000,"true"
"641",5,6,78829,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1990,"false",971129,115,6,802489,601706,39,14,30,1,10,4,1,0,4,168408,6,1,168401,2,1000000,"true"
"642",5,6,78831,4,0,0,0,0,0,0,0,2,2,10,10000,10000,2000,1993,"false",1000042,126,6,813038,607436,39,14,30,1,11,5,0,1,3,186761,5,2,186754,1,1000000,"true"
"643",5,6,78851,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1988,"false",957158,131,6,787138,586025,39,14,30,1,10,4,1,0,4,169771,6,1,169764,1,1000000,"true"
"644",5,6,78854,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1991,"false",974744,117,6,804210,603735,39,14,30,1,10,5,0,0,4,170300,6,2,170292,1,1000000,"true"
"645",5,6,78871,4,0,0,0,0,0,0,0,2,2,10,10000,10000,2000,1993,"false",1058912,134,5,798390,596541,39,14,31,1,10,4,1,0,4,260271,6,2,260263,2,1000000,"true"
"646",5,6,78879,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1989,"false",1014216,122,5,839266,634307,39,14,29,1,10,5,0,0,4,174713,5,2,174706,1,1000000,"true"
"647",5,6,78917,4,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1995,"false",984870,115,5,788650,596220,38,14,30,1,10,5,0,0,4,195990,5,2,195983,1,1000000,"true"
"648",5,6,78955,4,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1994,"false",961759,126,5,793377,586568,38,14,30,1,10,4,1,0,4,168142,6,1,168135,1,1000000,"true"
"649",6,0,10,5,0,0,0,0,0,0,0,0,0,5,100,31,10,2,"false",618,4,3,560,513,9,15,1,1,11,5,0,1,4,13,7,2,4,0,32,"false"
"650",6,0,10,5,0,0,0,0,0,0,0,0,0,5,1000,32,10,2,"true",711,3,3,563,521,10,15,1,1,103,5,92,1,3,11,6,1,4,1,32,"false"
"651",6,0,10,5,0,0,0,0,0,0,0,0,0,5,1000,32,10,2,"true",1032,3,3,841,742,20,21,2,0,126,5,116,0,4,12,7,2,3,1,32,"false"
"652",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9468,5,5,"false",2970,62,5,2815,2349,10,14,4,0,10,5,0,1,3,49,6,2,41,1,100000,"false"
"653",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9477,5,5,"false",3081,61,5,2923,2455,10,14,4,1,10,4,0,1,4,51,6,1,44,1,100000,"false"
"654",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9484,5,5,"false",3307,65,6,3144,2681,9,14,4,1,10,4,1,0,4,52,6,1,45,1,100000,"false"
"655",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9490,5,5,"false",4602,64,6,4323,2763,22,31,4,0,11,5,0,1,3,50,6,2,42,0,100000,"false"
"656",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9491,5,5,"false",3453,61,5,3297,2832,9,14,4,0,11,5,0,1,3,51,6,1,44,0,100000,"false"
"657",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9505,5,5,"false",3162,61,5,3008,2543,9,15,3,1,10,4,1,0,4,49,6,1,42,1,100000,"false"
"658",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9505,5,5,"false",7115,62,5,6788,3107,20,30,4,0,11,5,0,1,3,66,24,1,41,1,100000,"false"
"659",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9508,5,5,"false",3472,64,5,3237,2731,66,26,3,1,10,4,0,0,4,53,7,2,44,1,100000,"false"
"660",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9514,5,5,"false",3213,62,5,3056,2591,10,14,4,1,10,4,1,0,4,48,6,2,40,1,100000,"false"
"661",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9515,5,5,"false",3549,62,5,3353,2823,21,31,3,1,10,4,1,0,4,51,7,1,43,1,NA,NA
"662",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9516,5,5,"false",3349,62,5,3191,2720,9,15,3,1,10,4,1,0,4,51,6,2,43,1,100000,"false"
"663",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9518,5,5,"false",3142,65,5,2980,2510,10,15,3,1,10,4,1,0,4,52,6,1,45,1,100000,"false"
"664",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9520,5,5,"false",3120,60,5,2961,2497,10,14,4,1,10,4,0,1,3,53,6,1,46,1,100000,"false"
"665",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9522,5,5,"false",3556,64,5,3354,2841,21,38,4,1,10,4,0,1,3,54,6,2,46,1,100000,"false"
"666",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9523,5,5,"false",3674,61,6,3479,2951,18,38,3,1,10,4,1,0,4,53,7,1,45,0,NA,NA
"667",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9530,5,5,"false",3321,60,5,3167,2702,9,15,3,1,10,4,1,0,4,49,6,2,41,1,100000,"false"
"668",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9535,5,5,"false",3133,61,5,2977,2511,9,15,3,1,10,4,1,0,4,51,6,2,43,1,100000,"false"
"669",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9543,5,5,"false",3020,62,5,2864,2400,9,14,4,0,11,5,0,1,3,49,5,2,42,1,100000,"false"
"670",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9545,5,5,"false",3252,65,5,3093,2632,9,14,4,1,10,4,0,1,3,50,6,1,43,0,100000,"false"
"671",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9548,5,5,"false",3066,62,5,2909,2439,10,14,4,1,10,4,0,1,4,49,6,1,42,1,100000,"false"
"672",6,5,190,5,0,0,0,0,0,0,0,0,0,10,10000,9553,5,5,"false",3103,61,6,2943,2477,10,14,4,1,10,4,1,0,4,53,6,2,45,1,100000,"false"
"673",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,999,10,10,"true",1207,30,6,920,639,10,14,4,1,144,4,135,0,4,77,5,2,70,1,1000000,"true"
"674",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,999,10,10,"true",1222,30,6,930,652,10,15,3,1,145,4,136,0,4,81,6,1,74,1,1000000,"true"
"675",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,999,10,10,"true",1230,29,6,939,660,10,15,3,1,146,4,137,0,4,80,6,2,72,0,1000000,"true"
"676",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,999,10,10,"true",1233,30,6,945,662,10,14,4,0,145,5,135,0,4,79,6,1,72,0,1000000,"true"
"677",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,999,10,10,"true",1240,29,6,927,648,10,14,4,1,147,4,138,1,3,100,27,2,71,1,1000000,"true"
"678",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,999,10,10,"true",1256,29,7,966,684,10,14,3,1,146,4,136,1,3,79,5,2,72,1,1000000,"true"
"679",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1207,28,7,917,642,10,14,4,0,144,5,134,0,4,81,6,1,74,1,1000000,"true"
"680",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1210,29,6,922,642,10,14,3,1,144,5,133,1,3,79,5,2,72,1,1000000,"true"
"681",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1217,29,6,930,653,10,14,4,1,144,4,134,1,4,78,5,2,71,1,1000000,"true"
"682",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1217,30,6,928,650,9,14,4,1,145,4,136,0,4,79,6,1,72,1,1000000,"true"
"683",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1219,29,6,926,647,10,14,4,0,147,5,136,1,4,81,6,1,74,1,1000000,"true"
"684",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1220,29,6,927,645,10,14,4,0,147,5,137,0,4,81,6,1,74,1,1000000,"true"
"685",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1221,30,6,931,650,10,14,4,1,144,4,134,1,3,79,5,2,72,1,1000000,"true"
"686",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1223,29,6,937,654,9,14,4,1,144,4,134,1,4,76,5,2,69,1,1000000,"true"
"687",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1227,29,6,936,656,10,14,4,0,146,5,136,0,4,81,5,2,74,1,1000000,"true"
"688",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1229,29,6,938,657,9,14,4,1,147,4,138,0,4,81,6,1,74,0,1000000,"true"
"689",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1230,29,6,938,653,10,14,4,1,145,4,135,1,4,82,6,1,75,1,1000000,"true"
"690",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1230,29,7,939,656,9,14,4,1,146,4,137,0,4,79,6,1,72,1,1000000,"true"
"691",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1232,28,7,943,665,9,15,3,1,145,4,136,0,4,78,6,1,71,1,1000000,"true"
"692",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1234,30,6,943,662,9,14,3,1,146,4,136,1,3,80,5,2,73,1,1000000,"true"
"693",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1239,29,7,951,672,10,14,4,0,145,5,135,0,4,78,6,1,71,0,1000000,"true"
"694",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1241,29,6,934,655,10,14,4,0,145,5,135,1,3,97,24,2,71,1,1000000,"true"
"695",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1244,30,6,931,650,10,14,4,0,146,5,135,1,3,102,29,2,71,1,1000000,"true"
"696",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1245,29,6,938,657,10,14,4,0,145,5,134,1,4,98,24,1,73,0,1000000,"true"
"697",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1245,29,6,954,675,9,14,3,1,147,4,137,1,3,79,5,2,72,1,1000000,"true"
"698",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1253,28,6,962,682,9,15,3,1,146,4,137,0,4,80,6,1,73,1,1000000,"true"
"699",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1254,29,6,963,683,9,14,4,1,146,4,137,0,4,81,6,1,74,1,1000000,"true"
"700",6,5,315,5,0,0,0,0,0,0,0,0,0,10,1000,1000,10,10,"true",1255,29,7,962,680,10,14,4,0,148,5,138,0,4,80,6,1,73,1,1000000,"true"
"701",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9970,10,10,"false",3345,79,5,3145,2632,10,14,4,0,11,5,0,1,3,75,5,2,68,0,1000000,"true"
"702",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9975,10,10,"false",3531,77,5,3332,2837,10,14,4,0,10,5,0,0,4,76,6,2,68,1,1000000,"true"
"703",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9976,10,10,"false",3211,73,5,3018,2506,10,14,4,1,10,4,0,1,4,75,6,1,68,1,1000000,"true"
"704",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9979,10,10,"false",3358,74,6,3166,2671,9,14,4,1,10,4,0,1,4,74,6,1,67,0,1000000,"true"
"705",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9980,10,10,"false",3081,85,5,2878,2374,9,14,3,1,10,4,0,0,4,73,6,2,65,1,1000000,"true"
"706",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9981,10,10,"false",2943,77,5,2748,2247,10,14,4,0,10,5,0,1,3,73,5,2,66,1,1000000,"true"
"707",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9981,10,10,"false",3353,74,5,3161,2658,10,14,4,0,11,5,0,1,3,72,5,2,65,1,1000000,"true"
"708",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9981,10,10,"false",3416,81,6,3216,2710,10,14,3,1,10,4,1,0,4,73,6,2,65,1,1000000,"true"
"709",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9981,10,10,"false",3447,78,5,3249,2743,10,14,3,1,11,5,0,1,3,74,5,2,67,1,1000000,"true"
"710",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9982,10,10,"false",3104,83,6,2900,2397,9,15,3,1,10,4,1,0,4,75,6,2,67,1,1000000,"true"
"711",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9982,10,10,"false",3436,79,6,3237,2731,9,14,4,1,10,4,1,0,4,74,6,1,67,1,1000000,"true"
"712",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9983,10,10,"false",3184,78,5,2988,2482,9,14,4,1,10,4,1,0,4,73,6,1,66,1,1000000,"true"
"713",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9983,10,10,"false",3312,77,6,3115,2607,10,14,4,1,10,4,0,1,4,74,6,1,67,0,1000000,"true"
"714",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9984,10,10,"false",3151,69,5,2960,2458,10,14,4,0,11,5,0,1,4,76,6,2,68,1,NA,NA
"715",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9984,10,10,"false",3251,81,5,3054,2557,9,14,4,0,11,5,0,1,3,72,5,2,65,1,1000000,"true"
"716",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9984,10,10,"false",3272,76,5,3079,2580,9,14,3,1,10,4,1,0,4,73,6,1,66,1,1000000,"true"
"717",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9984,10,10,"false",3274,89,5,3066,2556,9,14,4,1,10,4,1,0,4,74,6,2,66,1,1000000,"true"
"718",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9984,10,10,"false",3412,78,5,3217,2715,10,14,3,1,10,4,1,0,4,74,6,2,66,0,1000000,"true"
"719",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9984,10,10,"false",3446,77,6,3233,2726,9,14,4,1,10,4,0,1,4,90,24,2,64,1,NA,NA
"720",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9985,10,10,"false",3219,88,6,3013,2511,9,14,4,1,10,4,0,1,4,73,6,1,66,1,1000000,"true"
"721",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9985,10,10,"false",3221,84,6,3018,2517,10,14,4,0,10,5,0,1,3,74,7,2,65,1,NA,NA
"722",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9986,10,10,"false",3382,78,6,3182,2681,9,14,3,1,10,4,1,0,4,76,6,1,69,1,1000000,"true"
"723",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9986,10,10,"false",3500,78,5,3303,2799,10,14,4,0,11,5,0,1,3,74,5,2,67,1,1000000,"true"
"724",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9988,10,10,"false",3372,82,5,3172,2656,9,15,3,1,10,4,1,0,4,75,6,2,67,0,1000000,"true"
"725",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9989,10,10,"false",3389,79,6,3189,2680,10,14,4,0,11,5,0,1,3,74,5,2,67,1,1000000,"true"
"726",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9991,10,10,"false",3047,79,6,2850,2349,10,14,4,0,11,5,0,1,3,72,5,2,65,1,1000000,"true"
"727",6,5,315,5,0,0,0,0,0,0,0,0,0,10,10000,9992,10,10,"false",3294,79,5,3095,2592,10,14,4,0,10,4,0,1,3,74,6,1,67,1,1000000,"true"
"728",6,5,316,5,0,0,0,0,0,0,0,4,4,10,100,100,10,10,"false",907,8,4,763,532,10,14,4,0,11,5,0,1,3,90,5,2,83,1,1000000,"true"
"729",6,5,316,5,0,0,0,0,0,0,0,9,9,10,100,100,10,10,"false",907,8,5,762,530,9,14,4,1,10,4,1,0,4,93,6,2,85,1,1000000,"true"
"730",6,5,316,5,0,0,0,0,0,0,0,9,9,10,100,100,10,10,"false",912,8,4,766,532,10,14,4,0,11,5,0,1,4,93,7,1,85,1,1000000,"true"
"731",6,5,317,5,0,0,0,0,0,0,0,2,2,10,100,100,10,10,"false",933,8,5,787,554,10,14,4,1,10,4,1,0,4,93,6,2,85,1,1000000,"true"
"732",6,5,317,5,0,0,0,0,0,0,0,5,5,10,100,100,10,10,"false",922,8,5,778,547,9,14,4,1,10,4,1,0,4,92,6,2,84,1,1000000,"true"
"733",6,5,317,5,0,0,0,0,0,0,0,6,6,10,100,100,10,10,"false",924,7,5,779,547,10,14,4,0,11,5,0,1,4,92,6,1,85,1,1000000,"true"
"734",6,5,317,5,0,0,0,0,0,0,0,7,7,10,100,100,10,10,"false",910,8,4,765,533,9,14,3,1,10,4,1,0,4,92,6,2,84,1,1000000,"true"
"735",6,5,317,5,0,0,0,0,0,0,0,10,10,10,100,100,10,10,"false",916,8,5,771,539,10,14,4,1,10,4,1,0,4,92,6,2,84,1,1000000,"true"
"736",6,5,317,5,0,0,0,0,0,0,0,10,10,10,100,100,10,10,"false",925,8,5,780,547,10,14,4,0,11,5,0,1,3,92,6,2,84,1,1000000,"true"
"737",6,5,318,5,0,0,0,0,0,0,0,2,2,10,100,100,10,10,"false",903,8,5,757,525,10,14,4,1,10,4,1,0,4,93,6,1,86,1,1000000,"true"
"738",6,5,318,5,0,0,0,0,0,0,0,2,2,10,100,100,10,10,"false",909,8,4,763,532,10,14,4,0,11,5,0,1,3,91,6,1,84,1,1000000,"true"
"739",6,5,318,5,0,0,0,0,0,0,0,3,3,10,100,100,10,10,"false",895,7,5,755,524,10,14,4,0,11,5,0,1,3,88,5,2,80,0,1000000,"true"
"740",6,5,318,5,0,0,0,0,0,0,0,4,4,10,100,100,10,10,"false",914,8,5,765,533,10,14,4,0,11,4,0,1,4,96,6,2,88,0,1000000,"true"
"741",6,5,318,5,0,0,0,0,0,0,0,6,6,10,100,100,10,10,"false",912,8,5,768,537,10,14,4,0,11,5,0,1,4,91,6,1,84,1,1000000,"true"
"742",6,5,318,5,0,0,0,0,0,0,0,7,7,10,100,100,10,10,"false",909,8,5,763,531,10,14,4,1,11,5,0,1,3,92,5,2,85,1,1000000,"true"
"743",6,5,319,5,0,0,0,0,0,0,0,3,3,10,100,100,10,10,"false",906,8,5,761,530,10,14,4,1,10,4,1,0,4,92,6,1,85,1,1000000,"true"
"744",6,5,319,5,0,0,0,0,0,0,0,3,3,10,100,100,10,10,"false",923,8,5,781,548,9,13,4,1,10,4,1,0,4,90,6,1,83,1,1000000,"true"
"745",6,5,319,5,0,0,0,0,0,0,0,4,4,10,100,100,10,10,"false",919,8,5,777,544,10,14,4,0,11,5,0,1,4,90,6,1,83,0,1000000,"true"
"746",6,5,319,5,0,0,0,0,0,0,0,5,5,10,100,100,10,10,"false",924,8,5,779,546,10,14,4,0,11,5,0,1,4,92,6,1,85,1,1000000,"true"
"747",6,5,319,5,0,0,0,0,0,0,0,5,5,10,100,100,10,10,"false",925,7,4,781,549,10,14,4,1,10,4,1,0,4,91,6,1,83,1,1000000,"true"
"748",6,5,319,5,0,0,0,0,0,0,0,10,10,10,100,100,10,10,"false",919,8,5,775,542,10,14,4,0,11,5,0,1,3,92,5,2,85,0,1000000,"true"
"749",6,5,319,5,0,0,0,0,0,0,0,12,12,10,100,100,10,10,"false",910,8,5,765,533,10,13,4,1,11,5,0,1,3,90,5,2,83,1,1000000,"true"
"750",6,5,320,5,0,0,0,0,0,0,0,4,4,10,100,100,10,10,"false",928,8,5,786,554,9,14,4,1,10,4,1,0,4,89,6,2,81,1,1000000,"true"
"751",6,5,321,5,0,0,0,0,0,0,0,3,3,10,100,100,10,10,"false",901,7,5,760,528,9,14,4,1,10,4,1,0,4,89,6,2,81,1,1000000,"true"
"752",6,5,323,5,0,0,0,0,0,0,0,8,8,10,100,100,10,10,"false",904,8,5,760,524,10,14,4,1,10,4,1,0,4,92,6,1,85,0,1000000,"true"
"753",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9998,20,20,"false",3157,88,6,2901,2336,11,14,4,1,10,4,1,0,4,120,6,2,112,0,1000000,"true"
"754",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9998,20,20,"false",3226,85,5,2983,2415,10,15,4,0,11,5,0,1,4,112,6,1,105,1,1000000,"true"
"755",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9998,20,20,"false",3228,79,5,2984,2413,10,14,4,1,10,4,1,0,4,120,6,2,112,1,1000000,"true"
"756",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9998,20,20,"false",3373,78,6,3130,2560,10,14,4,1,10,4,1,0,4,118,6,2,110,1,1000000,"true"
"757",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9998,20,20,"false",3457,84,6,3208,2636,10,15,4,0,11,5,0,1,4,118,6,1,111,1,1000000,"true"
"758",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3269,100,6,3012,2452,10,14,3,1,10,5,0,1,3,111,6,2,103,1,1000000,"true"
"759",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3327,104,6,3064,2502,12,15,3,1,11,5,0,1,3,109,5,2,102,1,1000000,"true"
"760",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3341,104,6,3077,2515,11,14,4,1,10,4,1,0,4,113,6,1,106,0,1000000,"true"
"761",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3402,105,5,3141,2575,10,14,4,0,11,5,0,1,3,111,5,2,104,1,1000000,"true"
"762",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3446,112,5,3178,2620,10,14,4,0,11,5,0,1,4,110,6,1,102,0,1000000,"true"
"763",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3487,104,6,3226,2667,10,14,3,1,10,4,1,0,4,111,6,2,103,1,1000000,"true"
"764",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3520,105,6,3261,2706,11,14,4,1,10,4,1,0,4,107,6,2,99,1,1000000,"true"
"765",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3641,116,5,3371,2811,10,15,4,0,11,5,0,1,3,108,5,2,101,0,1000000,"true"
"766",6,5,565,5,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",3952,462,5,3332,2772,10,14,4,1,10,4,1,0,4,111,6,1,103,1,NA,NA
