"","#features","#attributes","#binary constraints","#edges in BIG","#edges in Mutex graph","#mandatory relations","#mutex groups","#or groups","#xor groups","#implies","#excludes","#complex constraints","#cross tree constraints","#variables","#configurations","#distinct configurations","max domain size","real max domain size","enable or groups","Synthesis","Domain extraction","Feature and attribute extraction","Binary implications","Implication and Mutex graph","Hierarchy","Place attributes","Mandatory features","Feature groups","Mutex","Or","Xor","Group processing","Cross tree constraints","Binary implies","Binary excludes","Complex constraints","AFM construction"
"588",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9911,10,10,"false",745,77,6,558,9,18,4,0,11,5,1,0,4,60,3,1,56,1
"589",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9911,10,10,"false",764,79,6,576,10,18,3,1,10,4,1,0,4,60,3,1,56,1
"590",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9912,10,10,"false",504,63,5,331,10,18,3,1,11,5,0,1,3,59,2,2,55,1
"591",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9916,10,10,"false",744,78,6,557,9,18,4,0,11,5,0,1,4,60,2,1,56,1
"592",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9916,10,10,"false",760,80,5,572,9,18,3,1,11,5,0,1,3,60,2,2,56,1
"593",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9917,10,10,"false",743,78,5,558,9,18,4,0,11,5,0,1,4,59,3,1,55,1
"594",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9919,10,10,"false",730,76,6,545,10,18,3,1,10,5,0,1,3,60,3,2,55,1
"595",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9919,10,10,"false",750,78,6,561,10,18,4,0,11,5,1,0,4,61,3,1,57,0
"596",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9922,10,10,"false",713,65,6,540,9,18,4,0,11,5,0,1,3,58,2,2,54,1
"597",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9922,10,10,"false",751,76,5,565,10,17,3,1,10,4,1,0,4,60,3,1,56,1
"598",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9924,10,10,"false",731,84,6,537,10,18,3,1,10,5,0,1,3,61,3,2,56,1
"599",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9925,10,10,"false",722,74,5,541,10,17,4,1,10,4,1,0,4,59,3,1,55,1
"600",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9925,10,10,"false",751,77,6,567,9,18,3,1,11,5,0,1,3,58,2,2,54,0
"601",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9929,10,10,"false",720,67,5,544,10,18,3,1,11,5,0,1,3,59,2,2,55,1
"602",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9930,10,10,"false",753,75,6,567,9,18,4,0,11,5,1,0,4,63,3,1,59,0
"603",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9932,10,10,"false",716,65,5,541,10,18,3,1,10,5,0,1,3,61,3,2,56,1
"604",7,4,224,6,0,0,0,0,0,0,0,0,0,10,10000,9938,10,10,"false",741,77,6,557,9,18,4,0,11,5,0,1,4,58,2,2,54,1
"605",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9990,20,20,"false",814,79,5,601,10,18,3,1,10,5,0,1,3,86,3,2,81,1
"606",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9992,20,20,"false",821,76,5,612,10,18,3,1,11,5,0,1,3,84,2,2,80,1
"607",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9993,20,20,"false",797,70,5,590,10,17,4,1,10,4,1,0,4,87,3,2,82,1
"608",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9993,20,20,"false",799,74,6,590,10,18,4,0,11,5,0,1,4,86,3,1,82,0
"609",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9993,20,20,"false",826,78,6,613,10,18,3,1,10,5,0,1,3,86,3,2,81,1
"610",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9994,20,20,"false",834,88,5,612,10,17,4,1,10,4,1,0,4,85,3,1,81,1
"611",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9995,20,20,"false",800,77,5,588,10,18,3,1,10,5,0,1,3,86,3,2,81,1
"612",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9995,20,20,"false",817,78,5,606,9,18,3,1,11,5,0,1,3,85,2,2,81,1
"613",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9995,20,20,"false",823,77,6,611,10,18,3,1,11,5,0,1,3,85,2,2,81,1
"614",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9995,20,20,"false",823,82,5,608,9,17,4,0,10,4,1,0,4,85,3,1,81,1
"615",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9996,20,20,"false",804,72,5,596,9,18,4,0,11,5,1,0,4,86,3,1,82,1
"616",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9996,20,20,"false",805,82,6,588,9,18,3,1,11,5,0,1,3,85,2,2,81,1
"617",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9996,20,20,"false",814,74,5,604,10,18,3,1,11,5,0,1,4,86,2,2,82,1
"618",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9996,20,20,"false",821,76,5,611,10,17,4,1,10,4,1,0,4,86,3,1,82,0
"619",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9996,20,20,"false",827,82,5,613,10,18,3,1,10,4,1,0,4,85,3,1,81,0
"620",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9997,20,20,"false",798,73,6,590,10,18,3,1,10,4,1,0,4,86,3,1,82,1
"621",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9997,20,20,"false",803,72,6,595,10,18,3,1,10,4,1,0,4,86,3,1,82,1
"622",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9997,20,20,"false",807,83,6,588,10,18,3,1,10,5,0,1,3,85,3,2,80,1
"623",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9997,20,20,"false",822,78,5,611,9,18,4,0,11,5,0,1,4,85,2,2,81,1
"624",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9998,20,20,"false",824,79,5,611,10,18,3,1,11,5,0,1,3,86,2,2,82,0
"625",7,4,384,6,0,0,0,0,0,0,0,0,0,10,10000,9999,20,20,"false",817,96,5,586,10,18,3,1,10,4,1,0,4,86,3,1,82,1
"626",7,4,864,6,0,0,0,0,0,0,0,3,3,10,10000,9999,50,50,"false",999,100,6,682,11,18,4,0,11,5,1,0,4,165,3,1,161,1
"627",7,4,864,6,0,0,0,0,0,0,0,3,3,10,10000,9999,50,50,"false",1006,106,5,687,11,18,3,1,11,5,0,1,3,163,2,2,159,1
"628",7,4,864,6,0,0,0,0,0,0,0,3,3,10,10000,10000,50,50,"false",1012,109,6,687,11,18,3,1,11,5,0,1,3,165,2,2,161,0
"629",7,4,864,6,0,0,0,0,0,0,0,3,3,10,10000,10000,50,50,"false",1013,110,5,687,11,18,4,0,11,5,1,0,4,165,3,1,161,1
"630",7,4,864,6,0,0,0,0,0,0,0,3,3,10,10000,10000,50,50,"false",1022,98,6,708,10,17,4,1,10,5,0,0,4,165,3,2,160,1
"631",7,4,864,6,0,0,0,0,0,0,0,5,5,10,10000,10000,50,50,"false",1003,102,5,686,11,18,3,1,11,5,0,1,3,164,2,2,160,1
"632",7,4,864,6,0,0,0,0,0,0,0,5,5,10,10000,10000,50,50,"false",1003,103,5,685,10,17,4,1,10,4,1,0,4,165,3,2,160,1
"633",7,4,864,6,0,0,0,0,0,0,0,5,5,10,10000,10000,50,50,"false",1005,103,6,687,10,18,4,0,11,5,0,1,4,164,2,1,160,1
"634",7,4,864,6,0,0,0,0,0,0,0,6,6,10,10000,10000,50,50,"false",1002,104,5,684,11,18,4,0,11,5,1,0,4,164,3,1,160,1
"635",7,4,864,6,0,0,0,0,0,0,0,6,6,10,10000,10000,50,50,"false",1014,100,5,701,11,17,4,1,10,4,1,0,4,163,3,1,158,0
"636",7,4,864,6,0,0,0,0,0,0,0,8,8,10,10000,10000,50,50,"false",998,100,5,683,10,18,4,0,10,4,1,0,4,166,3,1,162,1
"637",7,4,864,6,0,0,0,0,0,0,0,10,10,10,10000,10000,50,50,"false",1001,103,5,684,11,18,4,0,11,5,1,0,4,164,3,1,160,1
"638",7,4,864,6,0,0,0,0,0,0,0,10,10,10,10000,10000,50,50,"false",1013,105,6,692,10,18,4,0,11,5,0,1,4,166,2,1,162,1
"639",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1245,100,6,763,12,17,4,1,10,4,1,0,4,330,3,1,326,1
"640",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1246,108,5,754,11,18,4,0,11,5,0,1,3,333,2,2,329,1
"641",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1247,109,5,752,11,18,4,1,10,4,1,0,4,335,3,1,331,1
"642",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1249,96,5,768,11,17,5,0,11,5,0,1,4,332,3,1,328,1
"643",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1262,100,6,778,11,18,4,1,10,5,0,0,4,333,3,1,329,1
"644",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1263,106,5,772,11,18,4,1,11,5,0,1,3,334,2,2,330,1
"645",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1266,109,5,771,12,18,4,1,10,4,1,0,4,335,3,2,330,1
"646",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1268,112,6,769,11,18,4,1,11,5,0,1,3,335,2,2,331,1
"647",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1269,97,6,786,11,18,5,0,11,5,1,0,4,334,3,1,330,1
"648",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1272,108,5,776,11,18,4,1,11,5,0,1,3,335,2,2,331,1
"649",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1272,112,5,773,11,18,4,1,10,4,1,0,4,335,3,1,331,1
"650",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1273,113,6,773,11,18,4,0,11,4,1,0,4,335,3,1,331,1
"651",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1277,105,6,785,11,18,4,1,11,5,0,1,3,335,2,2,331,1
"652",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1278,110,6,779,11,18,4,1,10,4,1,0,4,337,3,1,333,1
"653",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1278,111,6,778,11,18,5,0,11,5,0,1,4,336,2,1,332,1
"654",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1278,112,6,778,11,18,4,1,11,5,0,1,4,334,2,2,330,1
"655",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1281,105,5,790,11,18,4,1,10,5,0,1,3,335,3,2,330,1
"656",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1291,106,5,799,11,17,5,0,11,5,0,1,4,333,2,2,329,1
"657",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1292,104,6,776,12,18,4,1,11,5,0,1,3,358,2,2,354,1
"658",7,4,1664,6,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1297,118,6,795,11,18,4,0,11,5,1,0,4,331,3,1,327,1
"659",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1772,104,5,853,12,18,4,1,11,5,0,1,4,761,3,1,757,1
"660",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1773,98,5,857,13,18,5,1,11,5,0,1,3,763,2,2,759,1
"661",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1782,109,6,857,12,18,5,1,11,5,0,1,3,761,2,2,757,1
"662",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1783,110,6,857,13,18,5,0,11,5,1,0,4,762,3,2,757,1
"663",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1785,109,5,860,13,18,5,1,11,5,0,1,3,761,2,2,757,1
"664",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1785,110,6,861,12,18,5,1,11,5,0,1,3,760,2,2,756,1
"665",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1787,106,6,867,12,18,5,0,11,5,1,0,4,759,3,1,755,1
"666",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1787,108,5,864,13,18,5,0,11,5,1,0,4,760,3,2,755,1
"667",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1788,111,5,861,13,18,5,0,11,5,1,0,4,762,3,1,758,1
"668",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1789,114,5,857,13,18,5,1,11,5,0,1,3,762,2,2,758,2
"669",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1790,115,5,860,13,18,5,1,10,4,1,0,4,762,3,2,757,1
"670",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1792,118,5,856,13,18,5,0,11,5,1,0,4,764,3,2,759,1
"671",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1793,116,5,862,12,18,4,1,11,5,0,1,4,761,3,1,757,1
"672",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1793,125,5,856,13,18,5,0,11,5,1,0,4,757,3,1,753,1
"673",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1795,107,6,864,13,18,5,1,11,5,0,1,3,769,2,2,765,1
"674",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1795,117,5,866,12,18,5,1,10,4,1,0,4,759,2,2,753,1
"675",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1795,117,6,861,13,18,5,0,11,5,0,1,4,762,3,1,758,1
"676",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1796,117,6,863,12,18,5,1,11,5,0,1,3,762,2,2,757,1
"677",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1800,118,6,863,12,18,4,1,11,5,0,1,4,764,3,1,760,1
"678",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1801,118,5,868,12,18,5,1,11,5,0,1,3,760,2,2,756,1
"679",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1801,118,6,864,12,18,5,1,10,4,1,0,4,764,3,1,760,1
"680",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1802,117,5,864,12,18,5,1,11,5,0,1,3,767,2,1,763,1
"681",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1802,127,5,857,12,18,5,1,10,4,1,0,4,765,3,2,760,1
"682",7,4,3264,6,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",2013,115,6,866,12,17,5,1,11,5,0,1,4,977,3,1,973,1
"683",7,4,8064,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4649,106,5,998,15,18,7,0,11,5,1,0,4,3486,3,2,3481,1
"684",7,4,8064,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4654,102,5,996,15,18,7,0,11,5,1,0,4,3496,3,1,3492,2
"685",7,4,8064,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4665,103,6,1009,15,19,6,1,11,5,0,1,4,3492,3,1,3488,2
"686",7,4,8064,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4671,108,5,1000,15,18,7,1,11,5,0,1,3,3503,2,2,3499,1
"687",7,4,8064,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4675,115,5,1009,15,18,7,1,11,5,0,1,3,3490,2,2,3486,1
"688",7,4,8064,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4691,109,5,1021,15,18,6,1,11,5,0,1,4,3500,3,1,3496,2
"689",7,4,8065,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4620,98,5,995,16,18,7,0,11,5,1,0,4,3466,3,2,3461,2
"690",7,4,8065,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4647,106,6,1006,16,18,7,1,10,5,0,1,3,3474,3,2,3469,1
"691",7,4,8065,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4662,110,5,1003,15,18,7,1,10,4,1,0,4,3491,3,2,3486,1
"692",7,4,8065,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4662,115,5,1002,15,19,6,1,11,5,0,1,4,3485,3,1,3481,1
"693",7,4,8065,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4676,107,6,1006,15,19,7,0,11,5,1,0,4,3503,3,2,3498,1
"694",7,4,8065,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4678,103,5,1001,15,18,7,1,11,5,0,1,3,3515,2,2,3511,1
"695",7,4,8066,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4666,107,6,1003,15,18,7,0,11,5,0,1,4,3496,3,1,3492,2
"696",7,4,8067,6,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",4668,105,5,1006,15,18,7,1,11,5,0,1,3,3497,2,2,3493,1
"697",7,4,16339,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14987,122,5,1162,20,18,12,1,11,5,0,1,3,13632,2,2,13628,1
"698",7,4,16362,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14963,106,6,1121,20,19,11,1,11,5,0,1,4,13664,3,1,13660,1
"699",7,4,16364,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14885,110,6,1148,20,19,12,1,11,5,0,1,3,13553,2,1,13549,2
"700",7,4,16364,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",15098,107,5,1166,20,19,11,1,11,5,0,1,4,13754,3,1,13750,1
"701",7,4,16369,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14800,111,5,1140,20,18,12,1,11,5,1,0,4,13477,3,1,13473,1
"702",7,4,16373,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14987,114,6,1136,20,18,12,1,11,5,0,1,4,13664,3,1,13660,2
"703",7,4,16374,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",15009,119,5,1143,20,18,12,1,11,5,0,1,4,13677,3,1,13673,1
"704",7,4,16378,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14946,119,5,1160,20,19,12,1,11,5,0,1,3,13595,2,2,13591,2
"705",7,4,16378,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",15046,109,5,1148,20,19,12,1,11,5,0,1,4,13716,3,1,13712,1
"706",7,4,16380,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14994,110,5,1139,20,18,11,1,11,5,1,0,4,13675,3,1,13671,1
"707",7,4,16382,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14890,105,5,1133,19,19,12,0,11,5,1,0,4,13582,3,2,13577,1
"708",7,4,16385,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14954,116,6,1127,20,18,12,0,11,5,1,0,4,13639,3,2,13634,1
"709",7,4,16385,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14984,110,6,1130,20,19,11,1,11,5,0,1,4,13672,3,1,13668,1
"710",7,4,16398,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",15037,108,6,1129,19,18,13,0,11,5,1,0,4,13728,3,1,13723,1
"711",7,4,16404,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",15093,117,6,1146,20,18,13,0,11,5,1,0,4,13758,3,2,13753,1
"712",7,4,16410,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",15034,122,5,1137,20,18,12,1,11,5,0,1,4,13701,3,1,13697,2
"713",7,4,16428,6,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",14998,115,5,1133,20,18,12,1,11,5,0,1,3,13680,2,2,13676,1
"714",7,4,38875,6,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1986,"false",65686,125,6,1468,24,18,16,1,11,5,1,0,4,64012,3,1,64008,1
"715",7,4,38902,6,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1991,"false",64885,128,5,1442,23,19,16,1,11,5,0,1,3,63234,2,2,63230,1
"716",7,4,38935,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1988,"false",65537,135,6,1397,23,19,16,1,11,5,0,1,3,63922,2,2,63918,1
"717",7,4,38938,6,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1990,"false",65395,115,6,1397,23,19,16,1,11,5,0,1,3,63800,2,2,63796,1
"718",7,4,38956,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1989,"false",65966,118,6,1412,23,18,16,1,11,5,1,0,4,64354,3,1,64350,1
"719",7,4,39032,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1984,"false",64708,111,5,1407,24,19,16,1,11,5,0,1,3,63107,2,2,63103,1
"720",7,4,39087,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1988,"false",65161,127,6,1446,23,19,16,1,10,5,0,1,3,63506,3,2,63501,1
"721",7,4,39090,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1989,"false",66074,120,5,1444,23,18,17,0,11,5,1,0,4,64430,3,1,64426,1
"722",7,4,39094,6,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1991,"false",65776,111,6,1404,23,18,16,1,11,5,0,1,3,64179,2,2,64175,1
"723",7,4,39095,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1987,"false",64303,110,6,1430,23,19,16,1,11,5,0,1,4,62680,2,2,62676,1
"724",7,4,39101,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1991,"false",64798,121,6,1387,23,19,16,1,10,5,0,1,3,63206,2,2,63202,2
"725",7,4,39133,6,0,0,0,0,0,0,0,2,2,10,10000,10000,2000,1990,"false",65873,112,5,1469,23,19,16,1,11,5,1,0,4,64209,3,1,64205,2
"726",7,4,39143,6,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1989,"false",65490,135,5,1409,23,18,16,1,11,5,1,0,4,63866,3,1,63862,1
"727",7,4,39155,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1986,"false",65924,112,5,1392,23,18,16,1,11,5,0,1,4,64340,3,1,64336,1
"728",7,4,39194,6,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1995,"false",64490,110,6,1433,23,19,16,1,10,4,1,0,4,62865,3,1,62861,1
"729",7,4,39301,6,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1994,"false",65431,130,5,1471,24,19,16,1,11,5,0,1,3,63747,2,2,63743,1
"730",7,4,124169,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4323,"false",377710,118,6,2559,47,47,28,0,11,5,1,0,4,374872,3,1,374868,1
"731",7,4,124318,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4324,"false",362488,148,5,2988,30,18,27,1,11,5,1,0,4,359245,3,1,359241,1
"732",7,4,124371,6,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4339,"false",365326,135,5,2724,31,19,23,1,11,5,0,1,4,362362,3,1,362358,2
"733",7,4,124464,6,0,0,0,0,0,0,0,6,6,10,10000,10000,5000,4315,"false",373403,142,5,2835,36,18,28,0,11,5,1,0,4,370315,3,2,370310,1
"734",7,4,124576,6,0,0,0,0,0,0,0,6,6,10,10000,10000,5000,4343,"false",377263,126,6,2729,32,19,23,1,11,5,1,0,4,374303,3,1,374299,1
"735",7,4,124670,6,0,0,0,0,0,0,0,5,5,10,10000,10000,5000,4339,"false",377081,115,6,2631,61,35,28,0,11,4,1,0,4,374112,3,1,374108,1
"736",7,4,124738,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4358,"false",376498,143,5,2845,35,18,28,1,10,4,1,0,4,373398,3,1,373394,2
"737",7,4,124742,6,0,0,0,0,0,0,0,5,5,10,10000,10000,5000,4349,"false",365768,133,5,2565,51,31,27,1,10,5,0,1,3,362922,3,2,362917,1
"738",7,4,124782,6,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4351,"false",372160,151,5,2888,31,19,27,1,11,5,1,0,4,369014,3,1,369010,1
"739",7,4,124803,6,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4333,"false",373750,148,6,2872,30,18,24,0,11,6,0,1,3,370627,3,2,370622,1
"740",7,4,124855,6,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4337,"false",368609,149,6,2884,29,19,23,1,10,4,0,0,4,365475,3,2,365470,1
"741",7,4,124868,6,0,0,0,0,0,0,0,4,4,10,10000,10000,5000,4337,"false",360551,128,6,2789,36,18,24,1,11,5,0,1,3,357523,2,1,357519,1
"742",7,4,124919,6,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4332,"false",375302,136,5,3328,36,18,27,1,11,5,0,1,3,371726,2,2,371722,1
"743",7,4,124937,6,0,0,0,0,0,0,0,5,5,10,10000,10000,5000,4341,"false",376534,156,6,3048,37,18,24,1,11,5,0,1,3,373218,2,2,373214,2
"744",7,4,124944,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4340,"false",374503,140,5,2722,30,19,24,0,11,5,1,0,4,371537,3,1,371533,1
"745",7,4,124947,6,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4337,"false",378807,130,6,2773,30,18,27,1,11,5,1,0,4,375796,3,1,375792,2
"746",7,4,124960,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4361,"false",381151,131,5,3004,31,19,24,1,10,5,0,1,3,377913,3,2,377908,1
"747",7,4,125101,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4337,"false",373566,154,5,2703,31,18,24,1,10,4,1,0,4,370606,3,1,370602,1
"748",7,4,125121,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4352,"false",377416,130,5,2837,31,18,24,1,11,5,0,1,3,374344,2,2,374340,1
"749",7,4,125133,6,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4348,"false",377331,140,6,2940,31,19,24,0,11,5,1,0,4,374147,3,1,374143,1
"750",7,4,125185,6,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4336,"false",374031,128,6,2815,35,18,27,0,11,5,1,0,4,370975,3,1,370971,1
"751",7,4,125200,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4365,"false",373736,143,5,3300,31,19,24,1,10,5,0,1,3,370188,3,2,370183,2
"752",7,4,125306,6,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4341,"false",370777,129,5,2969,68,48,24,1,11,5,0,1,3,367497,2,2,367493,1
