"","#features","#attributes","#binary constraints","#edges in BIG","#edges in Mutex graph","#mandatory relations","#mutex groups","#or groups","#xor groups","#implies","#excludes","#complex constraints","#cross tree constraints","#variables","#configurations","#distinct configurations","max domain size","real max domain size","enable or groups","Synthesis","Domain extraction","Feature and attribute extraction","Binary implications","Implication and Mutex graph","Hierarchy","Place attributes","Mandatory features","Feature groups","Mutex","Or","Xor","Group processing","Cross tree constraints","Binary implies","Binary excludes","Complex constraints","AFM construction"
"753",7,4,125439,6,0,0,0,0,0,0,0,5,5,10,10000,10000,5000,4344,"false",368472,137,5,2399,59,36,23,1,11,5,0,1,3,365780,2,2,365776,1
"754",7,4,125453,6,0,0,0,0,0,0,0,6,6,10,10000,10000,5000,4338,"false",375613,140,6,2757,31,19,24,0,11,5,1,0,4,372612,3,1,372608,1
"755",7,4,125454,6,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4377,"false",377979,119,5,2562,53,38,27,1,11,5,1,0,4,375087,3,1,375083,1
"756",7,4,125574,6,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4374,"false",378048,134,5,2826,35,19,28,1,10,5,0,1,3,374977,3,2,374972,1
"757",7,4,125609,6,0,0,0,0,0,0,0,4,4,10,10000,10000,5000,4350,"false",367299,134,6,2790,31,18,23,1,11,5,1,0,4,364270,3,1,364266,1
"758",7,4,125679,6,0,0,0,0,0,0,0,4,4,10,10000,10000,5000,4349,"false",375939,156,6,3054,31,19,26,1,11,5,0,1,4,372622,2,1,372618,1
"759",7,4,125747,6,0,0,0,0,0,0,0,5,5,10,10000,10000,5000,4364,"false",379347,138,6,2818,31,18,27,1,10,5,0,1,3,376283,3,2,376278,1
"760",7,4,125864,6,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4363,"false",369638,142,5,3253,30,18,23,1,11,5,1,0,4,366139,3,1,366135,2
"761",7,4,125995,6,0,0,0,0,0,0,0,6,6,10,10000,10000,5000,4355,"false",383560,140,5,2900,36,19,27,1,10,5,0,0,4,380409,3,2,380404,1
"762",7,4,214762,6,0,0,0,0,0,0,0,8,8,10,10000,10000,10000,6329,"false",876469,143,6,3369,42,18,31,0,11,5,1,0,4,872826,3,1,872822,2
"763",7,4,215285,6,0,0,0,0,0,0,0,5,5,10,10000,10000,10000,6382,"false",878776,128,6,3223,41,19,30,1,11,5,0,1,3,875298,2,2,875294,1
"764",7,4,215555,6,0,0,0,0,0,0,0,8,8,10,10000,10000,10000,6338,"false",875706,135,5,3326,38,18,35,1,11,5,1,0,4,872116,3,1,872111,1
"765",7,4,215563,6,0,0,0,0,0,0,0,9,9,10,10000,10000,10000,6346,"false",855202,152,5,3339,40,18,31,1,11,5,0,1,3,851584,2,2,851580,2
"766",7,4,215588,6,0,0,0,0,0,0,0,4,4,10,10000,10000,10000,6350,"false",877891,156,5,3271,42,18,35,1,10,5,0,1,3,874334,3,2,874329,1
"767",7,4,216803,6,0,0,0,0,0,0,0,13,13,10,10000,10000,10000,6354,"false",871722,134,5,3257,39,19,30,0,11,5,1,0,4,868205,3,1,868201,1
"768",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7362,5,5,"false",621,62,6,481,9,18,3,1,11,5,0,1,3,27,2,2,23,1
"769",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7412,5,5,"false",605,60,6,467,10,18,3,1,11,5,0,1,4,28,3,1,24,0
"770",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7414,5,5,"false",622,62,6,483,10,19,3,0,11,6,0,0,4,26,3,2,21,1
"771",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7427,5,5,"false",829,58,5,490,88,140,4,1,11,5,0,1,3,25,2,2,21,1
"772",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7437,5,5,"false",622,60,6,485,9,18,3,1,11,5,0,1,4,27,3,1,23,1
"773",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7437,5,5,"false",627,61,6,487,10,19,3,1,11,5,1,0,4,28,3,1,24,1
"774",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7445,5,5,"false",624,63,5,484,10,18,4,0,11,5,1,0,4,27,3,1,23,1
"775",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7452,5,5,"false",660,56,6,488,29,27,3,1,11,5,0,1,3,29,2,2,25,1
"776",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7466,5,5,"false",598,60,5,464,10,18,3,1,11,5,0,1,3,25,2,2,21,1
"777",8,3,104,7,0,0,0,0,0,0,0,0,0,10,10000,7494,5,5,"false",654,60,5,464,19,52,4,0,11,5,1,0,4,26,3,1,22,1
"778",8,3,149,7,0,0,0,0,0,0,0,0,0,10,10000,9610,10,10,"false",711,74,5,544,9,18,4,0,11,5,1,0,4,45,3,1,41,1
"779",8,3,149,7,0,0,0,0,0,0,0,0,0,10,10000,9619,10,10,"false",698,70,6,532,9,18,4,0,11,5,1,0,4,46,3,2,41,1
"780",8,3,149,7,0,0,0,0,0,0,0,0,0,10,10000,9620,10,10,"false",313,68,6,150,9,18,3,1,10,5,0,1,3,46,3,2,41,1
"781",8,3,149,7,0,0,0,0,0,0,0,0,0,10,10000,9625,10,10,"false",691,62,5,534,9,18,4,0,11,5,1,0,4,46,3,1,42,1
"782",8,3,149,7,0,0,0,0,0,0,0,0,0,10,10000,9626,10,10,"false",721,76,5,554,10,18,3,1,11,5,1,0,4,42,3,1,38,1
"783",8,3,149,7,0,0,0,0,0,0,0,0,0,10,10000,9642,10,10,"false",711,71,5,545,9,18,3,1,11,5,0,1,3,45,2,2,41,1
"784",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9942,20,20,"false",771,75,6,581,9,18,4,0,11,5,1,0,4,66,3,1,62,1
"785",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9947,20,20,"false",793,75,6,601,9,19,3,1,10,4,1,0,4,67,3,2,62,1
"786",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9950,20,20,"false",768,71,5,583,9,19,3,1,11,5,0,1,3,65,2,2,61,1
"787",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9950,20,20,"false",783,75,5,592,10,18,3,1,11,5,0,1,4,67,3,1,63,1
"788",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9954,20,20,"false",773,62,5,596,10,18,3,1,11,5,0,1,3,66,2,2,62,1
"789",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9955,20,20,"false",774,75,5,584,9,18,4,0,11,5,1,0,4,67,3,1,63,1
"790",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9960,20,20,"false",770,70,6,583,9,18,3,1,10,5,0,1,3,67,3,2,62,1
"791",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9961,20,20,"false",774,72,5,587,10,18,3,1,11,5,0,0,4,66,3,1,62,1
"792",8,3,239,7,0,0,0,0,0,0,0,0,0,10,10000,9961,20,20,"false",777,76,5,586,10,18,3,1,11,5,0,1,3,67,2,2,63,0
"793",8,3,509,7,0,0,0,0,0,0,0,0,0,10,10000,9994,50,50,"false",910,71,5,666,10,18,4,0,11,6,0,1,3,121,3,2,116,1
"794",8,3,509,7,0,0,0,0,0,0,0,0,0,10,10000,9996,50,50,"false",878,74,5,635,10,19,3,1,11,5,0,1,3,119,2,2,115,1
"795",8,3,509,7,0,0,0,0,0,0,0,0,0,10,10000,9998,50,50,"false",894,74,6,650,11,18,4,0,11,5,1,0,4,119,3,1,115,1
"796",8,3,509,7,0,0,0,0,0,0,0,0,0,10,10000,9998,50,50,"false",896,72,5,654,10,19,3,1,11,5,0,1,3,120,2,2,116,1
"797",8,3,509,7,0,0,0,0,0,0,0,0,0,10,10000,9999,50,50,"false",921,95,5,657,10,18,4,0,11,5,1,0,4,120,3,1,116,1
"798",8,3,509,7,0,0,0,0,0,0,0,1,1,10,10000,9994,50,50,"false",906,77,5,657,10,19,3,1,11,5,0,1,3,120,2,2,116,1
"799",8,3,509,7,0,0,0,0,0,0,0,1,1,10,10000,9995,50,50,"false",884,71,5,642,10,19,3,1,10,5,0,1,3,121,2,2,116,1
"800",8,3,509,7,0,0,0,0,0,0,0,1,1,10,10000,9995,50,50,"false",897,72,5,655,10,19,3,1,11,5,0,1,3,119,2,2,115,1
"801",8,3,509,7,0,0,0,0,0,0,0,1,1,10,10000,9996,50,50,"false",906,75,5,660,10,19,3,1,10,4,1,0,4,122,3,2,117,1
"802",8,3,509,7,0,0,0,0,0,0,0,1,1,10,10000,9998,50,50,"false",869,70,6,629,10,18,4,0,11,5,1,0,4,121,3,2,115,0
"803",8,3,509,7,0,0,0,0,0,0,0,2,2,10,10000,9996,50,50,"false",906,76,5,658,10,19,3,1,11,5,0,1,4,121,3,1,117,1
"804",8,3,509,7,0,0,0,0,0,0,0,3,3,10,10000,9996,50,50,"false",895,77,5,647,10,18,4,0,11,5,1,0,4,121,3,1,117,1
"805",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,9998,100,100,"false",1049,83,5,706,11,18,4,0,11,5,1,0,4,209,3,1,205,1
"806",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,9999,100,100,"false",1047,100,6,685,11,18,3,0,11,5,1,0,4,209,3,2,204,1
"807",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,9999,100,100,"false",1054,108,6,688,10,18,3,1,10,5,0,0,3,208,3,2,203,1
"808",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,9999,100,100,"false",1058,101,5,697,11,18,4,0,11,5,1,0,4,209,3,1,205,0
"809",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,9999,100,100,"false",1076,96,5,719,11,19,3,1,11,5,0,1,3,209,2,2,205,1
"810",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,9999,100,100,"false",1078,97,5,721,10,18,3,1,11,5,0,1,4,211,2,2,207,0
"811",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1045,100,5,684,10,18,4,1,11,5,0,1,3,209,2,2,205,1
"812",8,3,959,7,0,0,0,0,0,0,0,0,0,10,10000,10000,100,100,"false",1075,98,5,718,11,18,4,0,11,5,1,0,4,209,3,1,204,1
"813",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1358,99,5,768,11,18,4,1,11,5,0,1,3,440,2,2,436,1
"814",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1361,100,5,768,11,19,4,0,11,5,1,0,4,440,3,1,436,1
"815",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1364,105,5,762,12,18,4,1,11,5,0,1,4,444,2,1,440,1
"816",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1364,107,6,758,11,18,4,1,11,5,0,1,3,446,2,2,442,1
"817",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1367,104,6,765,11,18,4,1,11,5,0,1,3,445,2,2,441,1
"818",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1367,112,6,763,11,18,4,1,10,5,0,0,4,439,3,2,434,1
"819",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1368,103,5,767,11,19,4,0,11,5,1,0,4,446,3,1,441,1
"820",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1370,109,5,767,11,18,4,1,11,5,0,1,3,442,2,2,438,1
"821",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1370,110,5,763,11,18,4,1,11,5,0,1,4,445,2,2,441,1
"822",8,3,1859,7,0,0,0,0,0,0,0,0,0,10,10000,10000,200,200,"false",1374,111,5,768,12,18,4,1,10,5,0,1,3,442,3,2,437,1
"823",8,3,4559,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2861,105,5,889,13,19,5,1,11,5,0,1,3,1810,2,2,1806,1
"824",8,3,4559,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2862,105,5,894,13,19,5,1,11,5,0,1,4,1807,3,1,1803,1
"825",8,3,4560,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2827,106,6,873,13,18,5,1,11,5,0,1,3,1791,2,2,1787,1
"826",8,3,4560,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2850,98,5,889,13,18,5,1,11,5,0,1,4,1808,3,1,1804,1
"827",8,3,4560,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2853,110,6,887,12,18,5,1,11,5,0,1,3,1799,3,1,1795,1
"828",8,3,4560,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2857,104,6,888,13,19,5,1,11,5,0,1,4,1808,3,1,1804,1
"829",8,3,4560,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2860,107,5,892,13,19,5,1,11,5,0,1,4,1805,3,1,1801,1
"830",8,3,4561,7,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",2853,103,5,883,13,19,5,1,11,5,0,1,3,1810,2,2,1806,1
"831",8,3,9308,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8277,118,5,982,16,18,7,1,11,5,1,0,4,7116,3,2,7111,1
"832",8,3,9314,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8324,105,5,994,16,18,8,0,12,6,0,1,3,7162,2,2,7158,1
"833",8,3,9318,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8286,117,5,976,16,18,7,1,11,5,1,0,4,7132,3,1,7128,1
"834",8,3,9322,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8228,102,6,979,16,18,8,0,11,5,1,0,4,7085,3,2,7080,1
"835",8,3,9323,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8247,115,5,976,16,19,7,1,11,5,0,1,4,7095,3,1,7091,1
"836",8,3,9326,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8267,121,6,978,16,18,8,0,11,5,1,0,4,7106,3,2,7101,1
"837",8,3,9327,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8303,108,5,986,16,18,8,0,11,5,1,0,4,7148,3,2,7143,1
"838",8,3,9328,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8207,109,5,982,15,19,7,1,10,5,0,1,3,7055,2,2,7050,1
"839",8,3,9328,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8251,120,5,983,16,19,7,0,12,6,0,1,3,7086,2,2,7082,1
"840",8,3,9333,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8287,109,5,987,16,18,8,0,11,5,1,0,4,7130,3,2,7125,1
"841",8,3,9336,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8253,112,5,975,16,19,7,1,11,5,0,1,3,7104,2,2,7100,2
"842",8,3,9336,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8325,121,6,985,16,19,7,1,11,5,0,1,4,7155,3,1,7151,2
"843",8,3,9352,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8277,106,5,977,16,19,7,1,11,5,0,1,4,7131,3,1,7127,2
"844",8,3,9353,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8244,123,5,979,16,18,7,1,11,5,0,1,4,7081,3,1,7077,1
"845",8,3,9355,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8285,123,5,988,17,18,8,0,11,5,0,1,3,7112,2,2,7108,1
"846",8,3,9362,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8249,116,6,981,17,18,7,1,11,5,0,1,4,7090,3,1,7086,1
"847",8,3,9371,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8312,115,5,980,16,19,7,1,11,5,0,1,3,7154,3,1,7150,1
"848",8,3,9381,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8208,114,5,983,16,18,8,0,12,6,0,1,3,7049,2,1,7045,1
"849",8,3,9383,7,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",8233,125,5,980,16,18,8,0,11,5,1,0,4,7067,3,2,7062,1
"850",8,3,24070,7,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1990,"false",34005,119,6,1230,20,19,13,1,11,5,1,0,4,32581,3,1,32577,2
"851",8,3,24177,7,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1986,"false",33889,111,5,1229,20,19,13,0,11,5,1,0,4,32477,3,2,32472,1
"852",8,3,24197,7,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1987,"false",33576,126,6,1210,20,19,13,1,10,5,0,1,3,32167,3,2,32162,1
"853",8,3,24197,7,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1991,"false",32982,133,5,1220,19,18,13,1,11,5,0,1,3,31555,2,2,31551,2
"854",8,3,24231,7,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1990,"false",33563,116,6,1224,20,19,13,1,11,5,0,1,4,32147,3,1,32143,2
"855",8,3,24266,7,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1989,"false",33695,121,5,1226,20,19,13,1,11,5,1,0,4,32274,3,1,32270,1
"856",8,3,24273,7,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1990,"false",33755,131,5,1227,21,19,12,1,11,5,1,0,4,32325,3,1,32320,1
"857",8,3,24285,7,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1990,"false",33018,127,5,1218,19,19,13,0,11,5,1,0,4,31602,3,1,31598,1
"858",8,3,24435,7,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1991,"false",32928,107,6,1229,20,19,13,0,11,5,1,0,4,31518,3,2,31513,1
"859",8,3,87226,7,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4323,"false",183742,136,5,2335,29,19,18,1,10,5,0,1,3,181181,3,2,181176,1
"860",8,3,87226,7,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4336,"false",180181,147,5,2262,24,19,18,1,11,5,1,0,4,177685,3,2,177680,1
"861",8,3,87396,7,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4332,"false",178758,116,5,2133,161,236,19,1,10,5,0,1,3,175940,2,2,175936,1
"862",8,3,87653,7,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4338,"false",184716,126,5,2409,24,19,18,1,11,5,1,0,4,182092,3,1,182088,2
"863",8,3,87669,7,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4349,"false",180208,146,5,2150,24,19,18,1,11,5,1,0,4,177825,3,1,177821,2
"864",8,3,87672,7,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4351,"false",185920,134,5,2183,24,18,22,1,11,5,0,1,3,183511,3,1,183507,2
"865",8,3,87771,7,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4358,"false",189029,127,6,2217,48,33,18,0,11,6,0,1,3,186551,3,2,186546,1
"866",8,3,87777,7,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4343,"false",186583,147,5,2376,25,19,18,1,11,5,1,0,4,183972,3,1,183968,1
"867",8,3,87881,7,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4332,"false",182642,124,5,2429,26,19,22,1,11,5,0,1,3,179997,2,1,179993,1
"868",8,3,87911,7,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4366,"false",185427,138,6,2135,26,19,18,1,11,5,0,1,4,183064,3,1,183060,1
"869",8,3,88017,7,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4347,"false",188789,125,5,2241,30,18,21,1,11,5,0,1,3,186328,2,2,186324,1
"870",8,3,88028,7,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4354,"false",184626,147,6,2308,31,19,18,0,11,6,0,1,3,182076,3,2,182071,1
"871",8,3,88044,7,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4345,"false",186298,139,5,2281,24,19,19,1,11,5,0,1,4,183790,3,1,183786,2
"872",8,3,88054,7,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4336,"false",183099,136,5,2385,24,19,19,0,11,5,0,1,3,180489,2,2,180485,1
"873",8,3,88256,7,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4370,"false",182419,126,5,2258,30,19,21,1,11,5,1,0,4,179938,3,1,179934,1
"874",8,3,88356,7,0,0,0,0,0,0,0,3,3,10,10000,10000,5000,4352,"false",187611,145,5,2280,24,20,17,1,11,5,1,0,4,185100,3,1,185096,1
"875",8,3,88376,7,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4362,"false",184308,135,5,2372,26,19,18,1,11,5,1,0,4,181713,3,1,181709,1
"876",8,3,156403,7,0,0,0,0,0,0,0,2,2,10,10000,10000,10000,6354,"false",422546,153,6,2705,36,19,23,1,11,5,1,0,4,419575,3,1,419570,2
"877",8,3,157472,7,0,0,0,0,0,0,0,3,3,10,10000,10000,10000,6335,"false",441163,150,5,2509,32,19,24,1,11,5,1,0,4,438398,3,1,438394,1
"878",8,3,157684,7,0,0,0,0,0,0,0,4,4,10,10000,10000,10000,6373,"false",434052,149,5,2549,32,19,25,0,11,5,1,0,4,431246,3,2,431241,2
"879",8,3,158184,7,0,0,0,0,0,0,0,7,7,10,10000,10000,10000,6368,"false",433723,141,5,2719,32,19,25,0,11,6,0,0,3,430757,3,2,430752,2
"880",9,2,70,8,0,0,0,0,0,0,0,0,0,10,10000,5008,5,5,"false",522,47,5,405,10,19,3,1,11,5,0,1,4,19,3,1,15,1
"881",9,2,70,8,0,0,0,0,0,0,0,0,0,10,10000,5033,5,5,"false",527,47,5,410,9,18,3,1,11,5,1,0,4,19,3,1,15,1
"882",9,2,70,8,0,0,0,0,0,0,0,0,0,10,10000,5073,5,5,"false",1757,40,6,1395,182,93,4,0,13,6,1,0,4,19,3,1,15,1
"883",9,2,70,8,0,0,0,0,0,0,0,0,0,10,10000,5076,5,5,"false",524,46,6,407,10,19,3,0,12,6,0,1,4,20,3,1,16,1
"884",9,2,90,8,0,0,0,0,0,0,0,0,0,10,10000,8260,10,10,"false",651,58,5,511,10,19,3,0,12,6,0,1,3,31,2,2,27,0
"885",9,2,90,8,0,0,0,0,0,0,0,0,0,10,10000,8279,10,10,"false",643,58,5,504,9,18,3,1,11,5,0,1,4,32,3,1,28,1
"886",9,2,130,8,0,0,0,0,0,0,0,0,0,10,10000,9519,20,20,"false",752,58,5,598,9,19,3,0,11,5,0,0,4,48,3,2,43,1
"887",9,2,130,8,0,0,0,0,0,0,0,0,0,10,10000,9534,20,20,"false",728,61,5,569,9,19,3,1,11,5,0,1,3,48,2,2,44,1
"888",9,2,130,8,0,0,0,0,0,0,0,0,0,10,10000,9541,20,20,"false",706,63,5,547,9,18,3,1,11,5,0,1,4,47,3,1,43,1
"889",9,2,130,8,0,0,0,0,0,0,0,0,0,10,10000,9564,20,20,"false",727,64,5,565,9,19,3,0,11,6,0,1,3,49,3,2,44,1
"890",9,2,250,8,0,0,0,0,0,0,0,0,0,10,10000,9917,50,50,"false",811,61,5,619,10,19,3,0,12,6,0,1,3,82,2,2,78,0
"891",9,2,250,8,0,0,0,0,0,0,0,0,0,10,10000,9923,50,50,"false",811,63,6,614,10,19,3,1,11,5,0,1,4,82,3,1,78,1
"892",9,2,250,8,0,0,0,0,0,0,0,0,0,10,10000,9924,50,50,"false",819,64,5,622,10,19,3,1,11,5,0,1,4,83,3,1,79,0
"893",9,2,250,8,0,0,0,0,0,0,0,1,1,10,10000,9922,50,50,"false",814,66,6,615,10,19,3,0,12,6,0,1,3,82,2,2,78,1
"894",9,2,250,8,0,0,0,0,0,0,0,2,2,10,10000,9924,50,50,"false",784,62,5,590,10,18,3,0,11,6,0,0,3,82,3,2,77,1
"895",9,2,250,8,0,0,0,0,0,0,0,2,2,10,10000,9930,50,50,"false",794,61,6,599,10,18,3,1,11,5,1,0,4,83,3,1,79,1
"896",9,2,450,8,0,0,0,0,0,0,0,0,0,10,10000,9977,100,100,"false",901,70,5,659,10,19,3,1,11,5,0,1,3,121,2,2,117,1
"897",9,2,450,8,0,0,0,0,0,0,0,0,0,10,10000,9979,100,100,"false",901,65,5,666,10,19,3,1,11,5,0,1,3,119,2,2,115,0
"898",9,2,450,8,0,0,0,0,0,0,0,0,0,10,10000,9980,100,100,"false",906,65,5,669,10,18,3,1,11,6,0,0,4,122,3,2,117,1
"899",9,2,450,8,0,0,0,0,0,0,0,0,0,10,10000,9981,100,100,"false",908,63,6,671,10,18,4,0,11,5,1,0,4,122,3,2,117,1
"900",9,2,850,8,0,0,0,0,0,0,0,0,0,10,10000,9994,200,200,"false",1018,70,6,687,10,19,3,1,11,5,1,0,4,210,3,1,206,1
"901",9,2,850,8,0,0,0,0,0,0,0,0,0,10,10000,9994,200,200,"false",1040,71,6,707,11,18,4,0,11,6,0,1,3,211,3,2,206,1
"902",9,2,850,8,0,0,0,0,0,0,0,0,0,10,10000,9996,200,200,"false",1045,74,6,710,11,19,3,1,11,5,0,1,3,208,2,1,204,1
"903",9,2,2050,8,0,0,0,0,0,0,0,0,0,10,10000,9999,500,500,"false",1664,108,5,788,11,19,4,0,12,6,0,1,3,715,2,2,711,1
"904",9,2,2050,8,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",1653,98,5,787,12,19,4,0,12,6,0,1,3,714,2,2,710,1
"905",9,2,2050,8,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",1657,95,6,789,11,19,4,1,11,5,1,0,4,719,3,2,714,1
"906",9,2,2052,8,0,0,0,0,0,0,0,0,0,10,10000,10000,500,500,"false",1666,110,6,783,12,19,4,1,11,5,0,1,4,719,3,1,715,1
"907",9,2,4231,8,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",3460,115,6,841,13,19,5,0,11,6,0,1,3,2447,3,2,2442,1
"908",9,2,4289,8,0,0,0,0,0,0,0,0,0,10,10000,10000,1000,1000,"false",3491,102,5,862,13,19,5,1,11,5,0,1,3,2472,2,2,2468,1
"909",9,2,12775,8,0,0,0,0,0,0,0,1,1,10,10000,10000,2000,1985,"false",12080,127,5,954,19,19,8,1,12,6,0,1,3,10932,3,1,10928,2
"910",9,2,13005,8,0,0,0,0,0,0,0,0,0,10,10000,10000,2000,1991,"false",12030,120,6,948,18,19,10,0,12,6,0,1,3,10894,2,2,10890,1
"911",9,2,54229,8,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4310,"false",62267,146,5,1258,24,19,16,1,11,5,1,0,4,60781,3,2,60776,1
"912",9,2,54235,8,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4337,"false",62286,147,5,1284,24,20,16,1,11,6,0,1,3,60772,3,2,60767,1
"913",9,2,54464,8,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4328,"false",63476,142,6,1288,23,19,16,1,11,5,0,1,3,61962,3,1,61958,1
"914",9,2,54539,8,0,0,0,0,0,0,0,1,1,10,10000,10000,5000,4339,"false",63004,149,5,1274,23,20,16,0,12,6,0,1,4,61499,3,1,61495,1
"915",9,2,54549,8,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4327,"false",61759,145,6,1294,23,20,16,1,11,5,0,1,4,60236,3,1,60232,1
"916",9,2,54616,8,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4358,"false",63171,118,5,1318,31,29,16,0,12,6,0,1,3,61633,2,2,61629,2
